,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,GC_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2006-10-03,330065,107570,38136,88721,180715,088691,GOLD - COMMODITY EXCHANGE INC. ,576.2999877929688,0.2787147986002757,-91994,1.0438568513363289,69434,-0.5604808368195654,0.012511319942398194,0.012422274992107395,-0.02520301777132694,-0.007634848988556486,0.46523566784965004
2006-10-10,334329,106211,43762,95161,177763,088691,GOLD - COMMODITY EXCHANGE INC. ,571.9000244140625,0.24706800786052063,-82602,2.8455001287625166,62449,-2.116249829579022,0.0344125104424675,0.04657505017569829,-0.007634848988556486,0.031124299760619145,0.4592628286194674
2006-10-17,329875,107993,46734,92428,175566,088691,GOLD - COMMODITY EXCHANGE INC. ,589.7000122070312,0.25202879878741946,-83138,-0.16032112081213415,61259,-0.35593681672843214,0.018395934237333673,0.030725083534224797,0.031124299760619145,-0.008987599937691715,0.45307887691105264
2006-10-24,331598,104099,48049,93641,174150,088691,GOLD - COMMODITY EXCHANGE INC. ,584.4000244140625,0.24279096978872008,-80509,0.7969685486926866,56050,-1.5790829859795377,0.00981735756616167,0.03423640139863817,-0.008987599937691715,0.0337097028557225,0.4471698153153386
2006-10-31,323481,107472,42756,84097,175993,088691,GOLD - COMMODITY EXCHANGE INC. ,604.0999755859375,0.2840846912183405,-91896,-3.433977285749613,64716,2.6134053884522825,0.043780998885001345,0.05768565114359507,0.0337097028557225,0.03575573165707069,0.44238880764537947
2006-11-07,335036,121406,40240,78904,193360,088691,GOLD - COMMODITY EXCHANGE INC. ,625.7000122070312,0.3416229897682637,-114456,-6.974134493215985,81166,5.085306401303322,0.08286075279875416,0.10176558652858717,0.03575573165707069,-0.003036637968665712,0.4397400499890524
2006-11-14,356575,126907,38073,87908,211429,088691,GOLD - COMMODITY EXCHANGE INC. ,623.7999877929688,0.34640959125008763,-123521,-2.705679389677527,88834,2.288709273033346,0.0904432128336958,0.046478361013456176,-0.003036637968665712,0.007053582077854781,0.4372789903956725
2006-11-21,355430,123021,38728,87188,206164,088691,GOLD - COMMODITY EXCHANGE INC. ,628.2000122070312,0.33473820442843877,-118976,1.27462665638365,84293,-1.2735048727476688,0.02040211077476888,0.028074362128977612,0.007053582077854781,0.01432664728607791,0.43457942879861583
2006-11-28,349517,120078,40212,79380,197104,088691,GOLD - COMMODITY EXCHANGE INC. ,637.2000122070312,0.336819096066858,-117724,0.35224938806516054,79866,-1.2455335790451003,0.061008955310253035,0.027618691122340756,0.01432664728607791,0.008003728010413935,0.43117040017443276
2006-12-05,330530,122145,38506,70965,191133,088691,GOLD - COMMODITY EXCHANGE INC. ,642.2999877929688,0.36356155265785256,-120168,-0.6992506802244239,83639,1.0794896957801767,0.05488786637059421,0.02348569258828143,0.008003728010413935,-0.023820626006146428,0.4282497142845706
2006-12-12,333101,120128,38299,76784,193066,088691,GOLD - COMMODITY EXCHANGE INC. ,627.0,0.3490893152527312,-116282,1.1756875321453424,81829,-0.5476053610867395,0.028727070594774876,0.01403801119758627,-0.023820626006146428,-0.00861247912928631,0.4242317577514545
2006-12-19,337096,109682,39789,89467,191199,088691,GOLD - COMMODITY EXCHANGE INC. ,621.5999755859375,0.30178940123881626,-101732,4.368044527035344,69893,-3.583297558398203,0.05184097824460391,0.07985495514180008,-0.00861247912928631,0.0033784374253138516,0.41973965182310147
2006-12-26,340473,110486,42394,89611,192679,088691,GOLD - COMMODITY EXCHANGE INC. ,623.7000122070312,0.3027200394744958,-103068,-0.396326269074685,68092,-0.5342691696134039,0.005752949094902406,0.0222985347985348,0.0033784374253138516,-0.016995408711929283,0.4143266006616568
2007-01-09,347491,105157,52289,95765,177439,088691,GOLD - COMMODITY EXCHANGE INC. ,613.0999755859375,0.23503918087087147,-81674,6.2836113289453195,52868,-4.471426515465249,0.07830778465908259,0.09669346950700558,-0.016995408711929283,0.01875713661382794,0.4074784347612099
2007-01-16,344685,109386,46436,94910,187019,088691,GOLD - COMMODITY EXCHANGE INC. ,624.5999755859375,0.26722659819835504,-92109,-3.0029554722280576,62950,2.9013701074272427,0.03701286494117313,0.06470203180552168,0.01875713661382794,0.03298116782948779,0.40155193514071175
2007-01-23,361114,128463,43962,90640,209217,088691,GOLD - COMMODITY EXCHANGE INC. ,645.2000122070312,0.3283644500074769,-118577,-7.6788952231747825,84501,6.252375357210206,0.08826874143341659,0.12498767580107294,0.03298116782948779,-0.0015499069762557882,0.3977752966823046
2007-01-30,348035,143964,43619,75716,211327,088691,GOLD - COMMODITY EXCHANGE INC. ,644.2000122070312,0.38964759291450574,-135611,-4.717069955748046,100345,4.387534130496187,0.05934302526102361,0.08446394396080668,-0.0015499069762557882,0.014591684571227947,0.39559257762874933
2007-02-06,360936,151891,43345,75896,222560,088691,GOLD - COMMODITY EXCHANGE INC. ,653.5999755859375,0.4063435068821065,-146664,-3.175830017095982,108546,2.3563722039450057,0.038240142600584344,0.042005572742731874,0.014591684571227947,0.015758949224089713,0.3939554020983251
2007-02-13,383169,167479,42729,75344,240808,088691,GOLD - COMMODITY EXCHANGE INC. ,663.9000244140625,0.43183034118104546,-165464,-5.208679655118913,124750,4.4894385708269615,0.0594650674359169,0.07708555335667529,0.015758949224089713,-0.010242579572318111,0.39278829074962257
2007-02-20,396115,168838,38905,81923,250073,088691,GOLD - COMMODITY EXCHANGE INC. ,657.0999755859375,0.4244979362053949,-168150,-0.7009961661825461,129933,1.3526668389144216,0.04772346654778973,0.02494909575773913,-0.010242579572318111,0.040785344428338144,0.3922606769529629
2007-02-27,415155,182456,40364,82029,265779,088691,GOLD - COMMODITY EXCHANGE INC. ,683.9000244140625,0.44260577374715465,-183750,-3.9382502556075885,142092,3.0695631319187613,0.04546186401692888,0.06766448254196213,0.040785344428338144,-0.058634354715003556,0.39228678357695745
2007-03-06,382550,136421,34723,97335,234646,088691,GOLD - COMMODITY EXCHANGE INC. ,643.7999877929688,0.35893608678604105,-137311,11.1859425997519,101698,-9.729859931832689,0.1398845114630054,0.3019445613050998,-0.058634354715003556,0.0059024353293257725,0.3905402553185723
2007-03-13,394090,129078,32736,112843,243759,088691,GOLD - COMMODITY EXCHANGE INC. ,647.5999755859375,0.3321982288309777,-130916,1.6716769049797413,96342,-1.4000784211214221,0.0690433592632683,0.05765879342949312,0.0059024353293257725,0.01590495555347382,0.3880527733974649
2007-03-20,359726,125201,31777,96485,226379,088691,GOLD - COMMODITY EXCHANGE INC. ,657.9000244140625,0.36109149741747887,-129894,0.25933162475576643,93424,-0.7404400010149966,0.10449601070419744,0.030806864656193863,0.01590495555347382,0.0063838744733526465,0.3864848272864637
2007-03-27,359434,126413,31290,91430,229954,088691,GOLD - COMMODITY EXCHANGE INC. ,662.0999755859375,0.3853948151816467,-138524,-2.3990481644362656,95123,0.4723039202059345,0.026852612451148783,0.010773415851315447,0.0063838744733526465,0.002869694130982259,0.38612091693193634
2007-04-03,347817,131858,37913,90718,220216,088691,GOLD - COMMODITY EXCHANGE INC. ,664.0,0.37231647676795554,-129498,2.5111703400346097,93945,-0.3277374984002626,0.033608418506821384,0.07108398960953284,0.002869694130982259,0.018825301204819178,0.38510991724286153
2007-04-10,369536,150573,37617,87446,240650,088691,GOLD - COMMODITY EXCHANGE INC. ,676.5,0.41458477658469,-153204,-6.815653058936165,112956,5.46580529416331,0.07225324295328196,0.10102024549657261,0.018825301204819178,0.017294918266121506,0.38446379443494566
2007-04-17,380800,170601,35243,79882,254480,088691,GOLD - COMMODITY EXCHANGE INC. ,688.2000122070312,0.4585031512605042,-174598,-5.789422410807067,135358,6.062196917215102,0.06398454369814752,0.10882998775771943,0.017294918266121506,-0.0058122637736842675,0.38369077602005375
2007-04-24,403388,169703,35861,90211,261984,088691,GOLD - COMMODITY EXCHANGE INC. ,684.2000122070312,0.4258257558479677,-171773,0.7418592436974789,133842,-0.398109243697479,0.050633881798435525,0.007374832169056838,-0.0058122637736842675,-0.014323279184630278,0.38256557971040583
2007-05-01,396276,163823,33378,92693,258846,088691,GOLD - COMMODITY EXCHANGE INC. ,674.4000244140625,0.41928605315487183,-166153,1.39319959939314,130445,-0.8421172667506222,0.01598684640964445,0.04240850705625225,-0.014323279184630278,0.015865881946210525,0.3812501056760735
2007-05-08,411273,168350,32064,97353,269817,088691,GOLD - COMMODITY EXCHANGE INC. ,685.0999755859375,0.41934189698813196,-172464,-1.5925768908538493,136286,1.4739726857039033,0.042571560857368525,0.029144670531998762,0.015865881946210525,-0.01766162022643325,0.38025287191485424
2007-05-15,408936,149772,35874,108784,256077,088691,GOLD - COMMODITY EXCHANGE INC. ,673.0,0.3601859459670951,-147293,6.120265614324305,113898,-5.443586133784615,0.06898791594607262,0.12059511112547537,-0.01766162022643325,-0.020653825280924965,0.37799468610271614
2007-05-22,416813,141294,45479,117506,241722,088691,GOLD - COMMODITY EXCHANGE INC. ,659.0999755859375,0.29801373757536354,-124216,5.643181329107733,95815,-4.421963339006592,0.06424053804269154,0.09681806256793006,-0.020653825280924965,-0.003034441016663725,0.37436352448443777
2007-05-29,425688,134404,39507,125989,244684,088691,GOLD - COMMODITY EXCHANGE INC. ,657.0999755859375,0.27883097479844393,-118695,1.3245748093269643,94897,-0.22024265078104568,0.030876270998966743,0.07395736899908574,-0.003034441016663725,0.019022980466334216,0.3704628456723334
2007-06-05,385046,143052,35435,106068,242464,088691,GOLD - COMMODITY EXCHANGE INC. ,669.5999755859375,0.35423300073238,-136396,-4.158209768656857,107617,2.9881039634662003,0.06352644807363456,0.07126569442032193,0.019022980466334216,-0.031511314747993846,0.36821126499465906
2007-06-12,412150,125076,49180,133800,231805,088691,GOLD - COMMODITY EXCHANGE INC. ,648.5,0.23778963969428607,-98005,9.970497031523507,75896,-8.238236470447687,0.10500676960107219,0.18203677348269212,-0.031511314747993846,0.018812663387866246,0.3642656360298663
2007-06-19,410324,126207,44602,127209,236429,088691,GOLD - COMMODITY EXCHANGE INC. ,660.7000122070312,0.266179896861992,-109220,-2.721096688098993,81605,1.3851753002547615,0.030841111214999533,0.03342329736723475,0.018812663387866246,-0.028152014949964,0.3605984348599514
2007-06-26,407640,119068,55991,133598,217182,088691,GOLD - COMMODITY EXCHANGE INC. ,642.0999755859375,0.2050436659797861,-83584,6.247745683898578,63077,-4.515456078611049,0.07308284394777353,0.10583860298527925,-0.028152014949964,0.016819886682396534,0.35559762189983035
2007-07-03,375642,109652,43990,115835,207067,088691,GOLD - COMMODITY EXCHANGE INC. ,652.9000244140625,0.24286954067968972,-91232,-1.8761652438426064,65662,0.6341379648709646,0.08633579228372695,0.13939547779903932,0.016819886682396534,0.014703592015566036,0.352107920320712
2007-07-10,387916,113510,41290,115881,219066,088691,GOLD - COMMODITY EXCHANGE INC. ,662.5,0.26599830891223875,-103185,-3.1820190500529764,72220,1.7458111712747777,0.03596091321910631,0.04236434108527132,0.014703592015566036,0.003320773142688749,0.34958840960901444
2007-07-17,385595,114788,35069,111437,223945,088691,GOLD - COMMODITY EXCHANGE INC. ,664.7000122070312,0.2917776423449474,-112508,-2.403355365594613,79719,1.9331504758762206,0.027798152554400653,0.05004103912396485,0.003320773142688749,0.02933654226250626,0.3470783306400645
2007-07-24,401603,154251,31321,91670,253272,088691,GOLD - COMMODITY EXCHANGE INC. ,684.2000122070312,0.40239241240727786,-161602,-12.732011566540022,122930,11.206317509303803,0.14232537644009718,0.23285301661888647,0.02933654226250626,-0.025284986092245165,0.3465087304992171
2007-07-31,351185,113706,32817,96154,208798,088691,GOLD - COMMODITY EXCHANGE INC. ,666.9000244140625,0.32075401853723823,-112644,12.190645986210262,80889,-10.468298294584452,0.16054329861748734,0.2869242371504815,-0.025284986092245165,0.005547984759973312,0.34417839730282795
2007-08-07,352908,123391,34020,90267,211513,088691,GOLD - COMMODITY EXCHANGE INC. ,670.5999755859375,0.343562628220386,-121246,-2.4494212452126374,89371,2.415251220866495,0.028504208363708664,0.06916924484311769,0.005547984759973312,-0.0029824039260551993,0.3420542723352649
2007-08-14,347973,118978,24767,88846,214740,088691,GOLD - COMMODITY EXCHANGE INC. ,668.5999755859375,0.3617924379190339,-125894,-1.3170571367041835,94211,1.371462250784907,0.015310323927980868,0.09507113290897075,-0.0029824039260551993,-0.017798330561525244,0.3401818178819243
2007-08-21,330204,102578,33648,99513,191507,088691,GOLD - COMMODITY EXCHANGE INC. ,656.7000122070312,0.2785974730772492,-91994,9.742135165659406,68930,-7.265218853186885,0.11648683939248161,0.1855813134056641,-0.017798330561525244,0.011725311502817082,0.33724577922673676
2007-08-28,325767,103844,26633,96677,195541,088691,GOLD - COMMODITY EXCHANGE INC. ,664.4000244140625,0.3034807086046162,-98864,-2.080532034742159,77211,2.507843636055287,0.023509845389401065,0.06346712447404523,0.011725311502817082,0.02724258717765693,0.33503761099308405
2007-09-04,339439,126346,29366,83446,207800,088691,GOLD - COMMODITY EXCHANGE INC. ,682.5,0.3663515388626528,-124354,-7.824610841491005,96980,6.068447694210893,0.08752051530321446,0.16206201191944103,0.02724258717765693,0.04351650140224361,0.33475241626378094
2007-09-11,373686,155317,28648,83992,244914,088691,GOLD - COMMODITY EXCHANGE INC. ,712.2000122070312,0.43063427583586217,-160922,-10.773069682623387,126669,8.74649053290871,0.11450079962056028,0.16138395890522653,0.04351650140224361,0.005054725532482873,0.335145273707056
2007-09-18,392748,168140,26490,84176,259440,088691,GOLD - COMMODITY EXCHANGE INC. ,715.7999877929688,0.4462505219631927,-175264,-3.837981620933083,141650,4.008980802063765,0.04280941516111007,0.07697168987309254,0.005054725532482873,0.02207318812855097,0.33687135769139387
2007-09-25,440945,201188,27143,88400,296412,088691,GOLD - COMMODITY EXCHANGE INC. ,731.5999755859375,0.4717413736407035,-208012,-8.338171040972837,174045,8.24829152535468,0.10705487354864193,0.14759712872978265,0.02207318812855097,-0.002460344249638813,0.33992801142491824
2007-10-02,439865,210766,34871,80388,292419,088691,GOLD - COMMODITY EXCHANGE INC. ,729.7999877929688,0.4820365339365487,-212031,-0.9114515415754799,175895,0.4195534590481806,0.032201648574195225,0.07045355544970831,-0.002460344249638813,0.010413862357106174,0.3435189971494419
2007-10-09,458936,221749,31053,79580,306601,088691,GOLD - COMMODITY EXCHANGE INC. ,737.4000244140625,0.4946681018704133,-227021,-3.4078637763859367,190696,3.3648960476509835,0.03881599560827695,0.05854779629907991,0.010413862357106174,0.026579841249004144,0.34767194528925227
2007-10-16,483872,238432,36573,77405,316501,088691,GOLD - COMMODITY EXCHANGE INC. ,757.0,0.4941306791878844,-239096,-2.6310858158871824,201859,2.432365297122039,0.030654521637141857,0.0807367138779295,0.026579841249004144,0.0026420079260238705,0.35242315050708617
2007-10-23,489471,226875,40571,83708,306477,088691,GOLD - COMMODITY EXCHANGE INC. ,759.0,0.45512195819568474,-222769,3.3742394682891343,186304,-3.2146931419879636,0.04184425336699258,0.05816127367767699,0.0026420079260238705,0.03333331725028832,0.35632878818801433
2007-10-30,516163,232622,34016,91655,326788,088691,GOLD - COMMODITY EXCHANGE INC. ,784.2999877929688,0.4555402072601097,-235133,-2.5259923468397516,198606,2.5133256107103383,0.06753130055945493,0.04613745977692602,0.03333331725028832,0.04653831514483575,0.36042011967784876
2007-11-06,556856,241475,39350,96082,336091,088691,GOLD - COMMODITY EXCHANGE INC. ,820.7999877929688,0.43100729811656874,-240009,-0.9446628293775415,202125,0.6817613815790748,0.03176968482528987,0.05051900649870916,0.04653831514483575,-0.028752407330554397,0.3632455544258916
2007-11-13,552546,228360,37575,111704,338121,088691,GOLD - COMMODITY EXCHANGE INC. ,797.2000122070312,0.40977040825560224,-226417,2.4408464665910037,190785,-2.0364331173588863,0.03924192741621742,0.05599112565100495,-0.028752407330554397,-0.008655324019576915,0.3645560817044943
2007-11-20,512430,213234,40844,114599,324224,088691,GOLD - COMMODITY EXCHANGE INC. ,790.2999877929688,0.40908026462150926,-209625,3.0390229953705212,172390,-3.329134587889515,0.038265997908040375,0.0723990270704272,-0.008655324019576915,0.02960904058648728,0.365761286961637
2007-11-27,520782,206498,31417,132752,338076,088691,GOLD - COMMODITY EXCHANGE INC. ,813.7000122070312,0.39426093835808457,-205324,0.8393341529574772,175081,0.525144897839705,0.06797599123246706,0.06793602757287266,0.02960904058648728,-0.015239061359271,0.3669059549218225
2007-12-04,486709,190888,23364,119700,324598,088691,GOLD - COMMODITY EXCHANGE INC. ,801.2999877929688,0.4209866675980925,-204898,0.08180006221413182,167524,-1.451087019136606,0.059712175161715786,0.11044470996770159,-0.015239061359271,0.012604563552924164,0.3685245620666539
2007-12-11,486198,196529,24755,110559,321302,088691,GOLD - COMMODITY EXCHANGE INC. ,811.4000244140625,0.43345098087610395,-210743,-1.2009229334160658,171774,0.8732117137755825,0.02879861807387099,0.03177816742285931,0.012604563552924164,-0.010352506977219345,0.3698685895323895
2007-12-18,495001,197789,27516,111220,320827,088691,GOLD - COMMODITY EXCHANGE INC. ,803.0,0.4234476293987285,-209607,0.23364966536267118,170273,-0.30872196101176885,0.0026293435667878724,0.01784691862142429,-0.010352506977219345,0.09339975093399744,0.3712985571121203
2008-01-08,558309,238089,32685,119844,366534,088691,GOLD - COMMODITY EXCHANGE INC. ,878.0,0.4418520926583666,-246690,-7.491500017171683,205404,7.097157379480041,0.11170529917060393,0.1679223263681151,0.09339975093399744,0.026195899772209597,0.37399207040865
2008-01-15,593953,247106,35059,139606,390720,088691,GOLD - COMMODITY EXCHANGE INC. ,901.0,0.42278429438019505,-251114,-0.7923927430867136,212047,1.1898429006159672,0.08286978198315753,0.04036999627877306,0.026195899772209597,-0.012652635309725269,0.3763009983876059
2008-01-22,560173,241183,36108,119585,362612,088691,GOLD - COMMODITY EXCHANGE INC. ,889.5999755859375,0.4338427592904335,-243027,1.3615555439571818,205075,-1.1738302525620714,0.09981190260412239,0.025143261050665187,-0.012652635309725269,0.03990557663473182,0.3801241441264436
2008-01-29,522142,237252,31472,121716,366717,088691,GOLD - COMMODITY EXCHANGE INC. ,925.0999755859376,0.4692229316929111,-245001,-0.3523911363096758,205780,0.12585397725345562,0.012767360108755961,0.03188029353537458,0.03990557663473182,-0.04237374576412323,0.3840086890013389
2008-02-05,495139,234852,31110,113952,355533,088691,GOLD - COMMODITY EXCHANGE INC. ,885.9000244140625,0.4879054164588126,-241581,0.6549942352846544,203742,-0.390315278219335,0.04035911690469344,0.010384942209789368,-0.04237374576412323,0.024269104196289026,0.38707678451001837
2008-02-12,475749,240806,34210,103713,347313,088691,GOLD - COMMODITY EXCHANGE INC. ,907.4000244140624,0.5120347073772095,-243600,-0.4077642843726711,206596,0.5764037977214479,0.040926687153290495,0.032921720918055675,0.024269104196289026,0.02115930202258176,0.38943038286507037
2008-02-19,489789,251717,39458,104482,357222,088691,GOLD - COMMODITY EXCHANGE INC. ,926.5999755859376,0.5160181220893079,-252740,-1.921181127022863,212259,1.190333558241846,0.023127371649368428,0.055495835837554734,0.02115930202258176,0.021044680027828777,0.3915395100805935
2008-02-26,495102,250270,40907,104099,356374,088691,GOLD - COMMODITY EXCHANGE INC. ,946.0999755859376,0.5095414682227096,-252275,0.09493884101112929,209363,-0.5912750184263019,0.0026733380675957115,0.009945840502512217,0.021044680027828777,0.018814130945411733,0.39303395483139475
2008-03-04,486992,240597,44817,100312,340421,088691,GOLD - COMMODITY EXCHANGE INC. ,963.9000244140624,0.4930450602884647,-240109,2.457271430937463,195780,-2.7434750819023153,0.04478902192483885,0.047590517634033366,0.018814130945411733,0.010685742848932867,0.3943521687560692
2008-03-11,482035,239048,42705,102839,346097,088691,GOLD - COMMODITY EXCHANGE INC. ,974.2000122070312,0.5046480027383904,-243258,-0.6466225317869698,196343,0.11560764858560306,0.018272092235864356,0.012993650466898312,0.010685742848932867,0.029768014408356525,0.3955452885443621
2008-03-18,489055,232427,40418,110087,349215,088691,GOLD - COMMODITY EXCHANGE INC. ,1003.2000122070312,0.4889593195039413,-239128,0.8567842584044727,192009,-0.8991048367857105,0.022569028656526643,0.032648573365830415,0.029768014408356525,-0.0683812158954964,0.3980457353273987
2008-03-25,452193,214651,38909,104994,311119,088691,GOLD - COMMODITY EXCHANGE INC. ,934.5999755859376,0.45583412392496125,-206125,6.748320741020948,175742,-3.326210753391745,0.10379151816934343,0.0760569490455908,-0.0683812158954964,-0.05531773220886549,0.40042334869459073
2008-04-01,399393,190958,29680,94901,287969,088691,GOLD - COMMODITY EXCHANGE INC. ,882.9000244140625,0.48340356490975056,-193068,2.887483884093739,161278,-3.198634211498188,0.0868258155509703,0.149212737606396,-0.05531773220886549,0.03522479864758976,0.40277550383867283
2008-04-08,407212,196823,31430,94076,288648,088691,GOLD - COMMODITY EXCHANGE INC. ,914.0,0.4778149956288125,-194572,-0.37657144717108215,165393,1.030313500737369,0.0039297248147490095,0.03336210257915559,0.03522479864758976,0.016083164340296774,0.4045528150011183
2008-04-15,422699,202910,30933,96173,301285,088691,GOLD - COMMODITY EXCHANGE INC. ,928.7000122070312,0.48524363672495086,-205112,-2.5883323674154983,171977,1.6168482264766266,0.03707058355851436,0.028155642888604747,0.016083164340296774,-0.006891379702744893,0.4067244911541375
2008-04-22,424218,201865,34242,101648,301247,088691,GOLD - COMMODITY EXCHANGE INC. ,922.2999877929688,0.4705104451013394,-199599,1.3042377673001355,167623,-1.030047385964954,0.013683465915437025,0.01844079167496093,-0.006891379702744893,-0.05215220234474793,0.40779998477945767
2008-04-29,429670,194844,34196,107519,293001,088691,GOLD - COMMODITY EXCHANGE INC. ,874.2000122070312,0.431684781343822,-185482,3.3277701559104047,160648,-1.644201801903738,0.03524667931688805,0.03085487251135173,-0.05215220234474793,0.002059011402235633,0.4072842468964446
2008-05-06,433741,192719,36752,114554,297282,088691,GOLD - COMMODITY EXCHANGE INC. ,876.0,0.4212836692865097,-182728,0.6409570135220053,155967,-1.0894407335862406,0.027476956846900224,0.02039909182423923,0.002059011402235633,-0.008561643835616417,0.407196899077955
2008-05-13,439636,197809,44871,121605,299202,088691,GOLD - COMMODITY EXCHANGE INC. ,868.5,0.4039637336341883,-177597,1.1829640269192905,152938,-0.6983430203739098,0.021318561715941035,0.054429701664743695,-0.008561643835616417,0.058721934369602824,0.40690223908717255
2008-05-20,453084,216324,34205,108853,324034,088691,GOLD - COMMODITY EXCHANGE INC. ,919.5,0.4749251794369256,-215181,-8.548890445732377,182119,6.637536507474365,0.08682173407840846,0.11647753353903141,0.058721934369602824,-0.012833048170710959,0.40797114836503395
2008-05-27,430961,220954,29442,92239,310524,088691,GOLD - COMMODITY EXCHANGE INC. ,907.7000122070312,0.5065075494070229,-218285,-0.6850826778257453,191512,2.0731255131498796,0.07479336483242006,0.03751258007316411,-0.012833048170710959,-0.0287540335684614,0.41078502535426337
2008-06-03,398441,200544,30333,92556,294727,088691,GOLD - COMMODITY EXCHANGE INC. ,881.5999755859375,0.5074051114217664,-202171,3.7390854392856894,170211,-4.94267462717044,0.04160781650627577,0.09226124733082984,-0.0287540335684614,-0.015539872449258585,0.41481178254361734
2008-06-10,396392,189175,37927,94287,277368,088691,GOLD - COMMODITY EXCHANGE INC. ,867.9000244140625,0.4618685543603302,-183081,4.791173599102502,151248,-4.759299369291814,0.05136484104882216,0.083499925143768,-0.015539872449258585,0.018896143469955717,0.41833173599673046
2008-06-17,390471,180637,29447,96068,279508,088691,GOLD - COMMODITY EXCHANGE INC. ,884.2999877929688,0.4697916106445805,-183440,-0.09056691356031404,151190,-0.014631980463783325,0.010439964214965812,0.08100569296091087,0.018896143469955717,0.005541133644355156,0.4205540169565805
2008-06-24,401226,190218,36680,95832,282588,088691,GOLD - COMMODITY EXCHANGE INC. ,889.2000122070312,0.4654633548174844,-186756,-0.8492308007508881,153538,0.6013250663941753,0.008762750383172136,0.07410378231628309,0.005541133644355156,0.05994150591684755,0.4249323576320266
2008-07-01,434024,223539,35860,89674,316701,088691,GOLD - COMMODITY EXCHANGE INC. ,942.5,0.5230747608427184,-227027,-10.03698663596078,187679,8.509169395801868,0.09909812365426023,0.13161577338386038,0.05994150591684755,-0.021856738022214994,0.4298726434778098
2008-07-08,443202,225045,35443,97573,326233,088691,GOLD - COMMODITY EXCHANGE INC. ,921.9000244140624,0.5159272746964139,-228660,-0.37624647484931706,189602,0.44306305642084304,0.04112966781970996,0.0073822978409754,-0.021856738022214994,0.0605271573004178,0.43585117441466803
2008-07-15,483920,240934,38151,112225,358802,088691,GOLD - COMMODITY EXCHANGE INC. ,977.7000122070312,0.5095408331955695,-246577,-4.042626161434289,202783,2.974038925817122,0.10025115333091308,0.06663561280613434,0.0605271573004178,-0.03037742849157521,0.4409794685015119
2008-07-22,475606,231170,36517,114261,351322,088691,GOLD - COMMODITY EXCHANGE INC. ,948.0,0.49843988511499016,-237061,1.9664407340056207,194653,-1.6800297569846256,0.020438890595232215,0.04257957988247468,-0.03037742849157521,-0.033333307580103,0.4454494988131033
2008-07-29,446013,212285,29966,110651,330322,088691,GOLD - COMMODITY EXCHANGE INC. ,916.4000244140624,0.4925215184310771,-219671,3.656387850447639,182319,-2.593323044705071,0.05580840550328478,0.10499853457777264,-0.033333307580103,-0.041248415343827505,0.4493099579686057
2008-08-05,408430,192528,28800,98643,297560,088691,GOLD - COMMODITY EXCHANGE INC. ,878.5999755859375,0.4870283769556595,-198917,4.653227596505034,163728,-4.1682641537354295,0.1129976300028016,0.09453390443143209,-0.041248415343827505,-0.08012743607459882,0.45093757267145923
2008-08-12,365611,159313,28653,97743,253556,088691,GOLD - COMMODITY EXCHANGE INC. ,808.2000122070312,0.42617153203814984,-155813,10.553583233357001,130660,-8.096369022843572,0.12782273789563875,0.1774895459817201,-0.08012743607459882,0.003588175371325608,0.4529648325464768
2008-08-19,372968,144104,31738,118611,248765,088691,GOLD - COMMODITY EXCHANGE INC. ,811.0999755859375,0.3489682760987538,-130154,7.018114881663845,112366,-5.003678773341065,0.0698439745655677,0.10403657829187567,0.003588175371325608,0.013685164536067385,0.4530687873133684
2008-08-26,380766,147240,41961,127926,249845,088691,GOLD - COMMODITY EXCHANGE INC. ,822.2000122070312,0.3201940299291428,-121919,2.207964222131657,105279,-1.9001630166663093,0.027516670152023314,0.07060744922067008,0.013685164536067385,-0.020919498846589946,0.45226881792894746
2008-09-02,382329,139251,46060,136887,244918,088691,GOLD - COMMODITY EXCHANGE INC. ,805.0,0.2825603080069783,-108031,3.647384482858238,93191,-3.174653199077649,0.036374589122719715,0.06523088213867498,-0.020919498846589946,-0.022236055172748403,0.45234502629298073
2008-09-09,392592,133946,51291,150444,244428,088691,GOLD - COMMODITY EXCHANGE INC. ,787.0999755859375,0.23939356889595306,-93984,3.674060821962237,82655,-2.755741782600849,0.03557355294880366,0.05687848539978514,-0.022236055172748403,-0.0134671273214646,0.45111258129858334
2008-09-16,393814,147720,57429,135086,238108,088691,GOLD - COMMODITY EXCHANGE INC. ,776.5,0.26160065411590244,-103022,-2.3021355503932837,90291,1.9450218038064964,0.05808775060692294,0.09706116042486193,-0.0134671273214646,0.14037347070186734,0.4490981412072997
2008-09-23,368254,156812,35796,102529,243805,088691,GOLD - COMMODITY EXCHANGE INC. ,885.5,0.38363738072091547,-141276,-9.713722721894094,121016,7.8019064837715275,0.11045407034827652,0.15952089217477985,0.14037347070186734,-0.012761138106119452,0.4481943547627815
2008-09-30,336598,141026,23240,92860,233698,088691,GOLD - COMMODITY EXCHANGE INC. ,874.2000122070312,0.4184160333691822,-140838,0.11893964491899614,117786,-0.8771119933524144,0.060558920620532954,0.17253722620627518,-0.012761138106119452,0.004804406484081092,0.44765907613597367
