,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,ZO_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2003-07-29,6343,1697,235,1687,4343,004603,OATS - CHICAGO BOARD OF TRADE ,142.0,0.41872930789847074,-2656,-17.83610970890123,1462,3.8869257950530036,0.175787728026534,0.11956521739130435,0.109375,-0.06866197183098588,0.2669263819001003
2003-08-05,6254,1867,231,1506,4408,004603,OATS - CHICAGO BOARD OF TRADE ,132.25,0.46402302526383116,-2902,-3.8782910294813178,1636,2.74318145987703,0.041596212377409535,0.08293612964728313,-0.06866197183098588,0.07183364839319473,0.27328433813764
2003-08-12,5939,1676,122,1258,4438,004603,OATS - CHICAGO BOARD OF TRADE ,141.75,0.5354436773867655,-3180,-4.44515510073553,1554,-1.311160857051487,0.0488061797752809,0.1668520578420467,0.07183364839319473,-0.015873015873015928,0.2814768174891752
2003-08-19,5571,1801,97,837,4081,004603,OATS - CHICAGO BOARD OF TRADE ,139.5,0.5823012026566146,-3244,-1.0776224953695908,1704,2.5256777235224783,0.15819438796258642,0.07903055848261328,-0.015873015873015928,-0.03584229390681004,0.29059270794879455
2003-08-26,5710,2032,97,825,4126,004603,OATS - CHICAGO BOARD OF TRADE ,134.5,0.578108581436077,-3301,-1.0231556273559503,1935,4.14647280560043,0.011512825691779438,0.1085016439643025,-0.03584229390681004,0.07806691449814118,0.29904905716900876
2003-09-02,5590,2188,63,566,4162,004603,OATS - CHICAGO BOARD OF TRADE ,145.0,0.6432915921288014,-3596,-5.166374781085814,2125,3.327495621716287,0.06239424703891709,0.0844069302532208,0.07806691449814118,-0.020689655172413834,0.3088845581678599
2003-09-09,6319,2398,159,633,5267,004603,OATS - CHICAGO BOARD OF TRADE ,142.0,0.7333438835258743,-4634,-18.56887298747764,2239,2.039355992844365,0.19864406779661017,0.11967149002737583,-0.020689655172413834,-0.05633802816901412,0.32067509498336033
2003-09-16,6500,2198,126,1329,5191,004603,OATS - CHICAGO BOARD OF TRADE ,134.0,0.5941538461538461,-3862,12.217122962494066,2072,-2.6428232315239755,0.11840490797546012,0.10025817555938038,-0.05633802816901412,0.0,0.3280664125825627
2003-09-23,6404,1974,249,1733,5142,004603,OATS - CHICAGO BOARD OF TRADE ,134.0,0.5323235477826358,-3409,6.969230769230769,1725,-5.338461538461538,0.0658909090909091,0.1560953666216824,0.0,0.0,0.33344160035098563
2003-09-30,6124,1349,258,1892,4839,004603,OATS - CHICAGO BOARD OF TRADE ,134.0,0.4812214239059438,-2947,7.214241099312929,1091,-9.900062460961898,0.06863764670925568,0.39452395768512755,0.0,0.0,0.3372308265959846
2003-10-07,6150,1427,249,1654,5001,004603,OATS - CHICAGO BOARD OF TRADE ,134.0,0.5442276422764227,-3347,-6.531678641410843,1178,1.4206401045068584,0.06010518407212622,0.05190930787589499,0.0,0.0,0.34240574698799553
2003-10-14,5870,1397,281,1781,4487,004603,OATS - CHICAGO BOARD OF TRADE ,134.0,0.46098807495741057,-2706,10.422764227642277,1116,-1.0081300813008132,0.10226547543075941,0.03694874851013111,0.0,0.0,0.3452979988896886
2003-10-21,6580,1163,1128,2716,3719,004603,OATS - CHICAGO BOARD OF TRADE ,134.0,0.15243161094224925,-1003,29.011925042589436,35,-18.415672913117547,0.26464646464646463,0.471846355303361,0.0,0.0,0.34070594203379717
2003-10-28,6353,1337,614,2359,4599,004603,OATS - CHICAGO BOARD OF TRADE ,134.0,0.35258932787659375,-2240,-18.799392097264437,723,10.455927051671733,0.177780971543547,0.35263967196309587,0.0,0.0,0.3409822998440947
2003-11-04,6154,1188,655,2415,4311,004603,OATS - CHICAGO BOARD OF TRADE ,134.0,0.3080922976925577,-1896,5.414764678104833,533,-2.9907130489532507,0.051144811180493605,0.10309278350515463,0.0,0.0,0.3402347997951962
2003-11-11,6246,1303,577,2259,4549,004603,OATS - CHICAGO BOARD OF TRADE ,134.0,0.36663464617355107,-2290,-6.402339941501463,726,3.136171595710107,0.057873090481786134,0.1026595744680851,0.0,0.0,0.34082146304804856
2003-11-18,6302,987,535,2412,4395,004603,OATS - CHICAGO BOARD OF TRADE ,134.0,0.3146620120596636,-1983,4.915145693243677,452,-4.386807556836375,0.04510063170265903,0.2352168199737188,0.0,0.04477611940298498,0.34025277933090975
2003-11-25,6681,611,1896,3016,2268,004603,OATS - CHICAGO BOARD OF TRADE ,140.0,-0.11195928753180662,748,43.33544906378927,-1285,-27.562678514757224,0.5168433005299016,0.6928599920223375,0.04477611940298498,0.05892857142857144,0.33063124599340515
2003-12-02,4803,399,1459,2127,1769,004603,OATS - CHICAGO BOARD OF TRADE ,148.25,-0.07453674786591713,358,-5.837449483610238,-1060,3.3677593174674447,0.35626283367556466,0.34930032292787944,0.05892857142857144,0.003372681281618828,0.3221902461213359
2003-12-09,4928,650,1423,1575,2019,004603,OATS - CHICAGO BOARD OF TRADE ,148.75,0.09009740259740259,-444,-16.69789714761607,-773,5.975432021653133,0.223149693934335,0.1384466956102267,0.003372681281618828,-0.008403361344537785,0.3174536574779903
2003-12-16,5161,984,1482,1546,2097,004603,OATS - CHICAGO BOARD OF TRADE ,147.5,0.10676225537686494,-551,-2.1712662337662336,-498,5.580357142857143,0.0293713972001098,0.15936739659367397,-0.008403361344537785,0.013559322033898313,0.31323982943596784
2003-12-30,5170,731,1408,1954,2226,004603,OATS - CHICAGO BOARD OF TRADE ,149.5,0.05261121856866538,-272,5.405929083510948,-677,-3.468320093005232,0.1284688995215311,0.15287517531556802,0.013559322033898313,0.041806020066889715,0.30812946451700113
2004-01-06,5217,665,982,1505,2798,004603,OATS - CHICAGO BOARD OF TRADE ,155.75,0.24784358826912017,-1293,-19.748549323017407,-317,6.963249516441006,0.23727631884731581,0.2987249544626594,0.041806020066889715,0.04494382022471921,0.3069701207430034
2004-01-13,6478,1461,359,1475,4650,004603,OATS - CHICAGO BOARD OF TRADE ,162.75,0.49012040753318925,-3175,-36.074372244585014,1102,27.19953996549741,0.30726530612244896,0.7796703296703297,0.04494382022471921,-0.02304147465437789,0.31216903791645784
2004-01-20,6900,1674,361,1439,5140,004603,OATS - CHICAGO BOARD OF TRADE ,159.0,0.5363768115942029,-3701,-8.11979005866008,1313,3.257178141401667,0.07995136038911689,0.10565110565110565,-0.02304147465437789,-0.0015723270440252124,0.3160092685133504
2004-01-27,6786,1506,361,1036,5247,004603,OATS - CHICAGO BOARD OF TRADE ,158.75,0.6205422929560861,-4211,-7.391304347826087,1145,-2.4347826086956523,0.08117141492917396,0.08998393144081414,-0.0015723270440252124,-0.017322834645669305,0.3216781462800595
2004-02-03,6487,1418,376,984,4938,004603,OATS - CHICAGO BOARD OF TRADE ,156.0,0.6095267457992909,-3954,3.787208959622753,1042,-1.5178308281756556,0.060959135427220534,0.05741360089186176,-0.017322834645669305,-0.038461538461538436,0.3288655718683912
2004-02-10,6322,1001,492,1314,4819,004603,OATS - CHICAGO BOARD OF TRADE ,150.0,0.554413160392281,-3505,6.921535378449207,509,-8.216432865731463,0.07321050057068319,0.35699933020763563,-0.038461538461538436,-0.0016666666666667052,0.3371235172605504
2004-02-17,6232,932,513,1129,4613,004603,OATS - CHICAGO BOARD OF TRADE ,149.75,0.5590500641848524,-3484,0.33217336285985444,419,-1.4236001265422336,0.06809474050853362,0.06228373702422145,-0.0016666666666667052,0.013355592654423987,0.3446818555793332
2004-02-24,6250,758,367,1449,4724,004603,OATS - CHICAGO BOARD OF TRADE ,151.75,0.524,-3275,3.353658536585366,391,-0.4492939666238768,0.06982018467519845,0.28444444444444444,0.013355592654423987,0.0016474464579900872,0.3517258050831845
2004-03-02,7478,1302,84,1219,6332,004603,OATS - CHICAGO BOARD OF TRADE ,152.0,0.683738967638406,-5113,-29.408,1218,13.232,0.24341146867964508,0.5966810966810967,0.0016474464579900872,0.019736842105263053,0.358276178647259
2004-03-09,7492,1503,157,1601,6259,004603,OATS - CHICAGO BOARD OF TRADE ,155.0,0.6217298451681794,-4658,6.084514576089864,1346,1.7116876170098956,0.05788804071246819,0.1650602409638554,0.019736842105263053,0.04516129032258065,0.3649740838649854
2004-03-16,9176,1750,185,1862,7663,004603,OATS - CHICAGO BOARD OF TRADE ,162.0,0.6321926765475152,-5801,-15.256273358248798,1565,2.92311799252536,0.17480314960629922,0.1421188630490956,0.04516129032258065,0.043209876543209846,0.371716753363239
2004-03-23,12440,2669,713,1109,10175,004603,OATS - CHICAGO BOARD OF TRADE ,169.0,0.7287781350482315,-9066,-35.581952920662594,1956,4.2611159546643425,0.28934774902516835,0.42785334121821406,0.043209876543209846,0.01775147928994092,0.38168037426216517
2004-03-30,12753,2918,525,1004,10794,004603,OATS - CHICAGO BOARD OF TRADE ,172.0,0.7676625107817768,-9790,-5.819935691318328,2393,3.512861736334405,0.06136633327682658,0.12692419401684576,0.01775147928994092,0.0029069767441860517,0.39295681629610935
2004-04-06,13363,3090,512,1668,11098,004603,OATS - CHICAGO BOARD OF TRADE ,172.5,0.7056798623063684,-9430,2.8228652081863093,2578,1.4506390653179644,0.07582641391195363,0.05136035535813437,0.0029069767441860517,-0.05362318840579705,0.4039998189140642
2004-04-20,12516,2984,728,1950,9999,004603,OATS - CHICAGO BOARD OF TRADE ,163.25,0.6430968360498562,-8049,10.334505724762403,2256,-2.4096385542168677,0.11557452506485899,0.08674568965517242,-0.05362318840579705,0.05513016845329255,0.41226617891294737
2004-04-27,13329,3820,477,2174,10974,004603,OATS - CHICAGO BOARD OF TRADE ,172.25,0.6602145697351639,-8800,-6.000319590923618,3343,8.68488334931288,0.09119257681776696,0.25296718640912264,0.05513016845329255,-0.007256894049346929,0.42146752412188576
2004-05-04,13024,4113,445,2117,11055,004603,OATS - CHICAGO BOARD OF TRADE ,171.0,0.6862714987714987,-8938,-1.0353364843574162,3668,2.4382924450446395,0.010476768903735195,0.07130320315928039,-0.007256894049346929,-0.052631578947368474,0.4305907631389369
2004-05-11,12060,3601,311,1989,10787,004603,OATS - CHICAGO BOARD OF TRADE ,162.0,0.7295190713101161,-8798,1.074938574938575,3290,-2.9023341523341526,0.030995616781465247,0.16513292433537832,-0.052631578947368474,-0.095679012345679,0.44036491112747544
2004-05-18,11334,2172,565,3113,8942,004603,OATS - CHICAGO BOARD OF TRADE ,146.5,0.5142932768660667,-5829,24.618573797678277,1607,-13.955223880597014,0.24628784736623807,0.6149068322981367,-0.095679012345679,0.04266211604095571,0.4464018039342927
2004-05-25,11481,1866,825,3753,8323,004603,OATS - CHICAGO BOARD OF TRADE ,152.75,0.39804895043985716,-4570,11.108170107640728,1041,-4.993823892712193,0.1042563762835376,0.2103307320698625,0.04266211604095571,0.032733224222585955,0.4486728963478959
2004-06-01,11750,1817,854,4250,8612,004603,OATS - CHICAGO BOARD OF TRADE ,157.75,0.3712340425531915,-4362,1.8116888772754987,963,-0.679383328978312,0.06111024723993158,0.02920254586297267,0.032733224222585955,-0.07290015847860543,0.4467934901455528
2004-06-08,11828,2000,837,4273,8605,004603,OATS - CHICAGO BOARD OF TRADE ,146.25,0.36624957727426444,-4332,0.2553191489361702,1163,1.702127659574468,0.002329554278614692,0.07049700387733521,-0.07290015847860543,-0.01025641025641022,0.44655127356676644
2004-06-15,11749,2073,904,4232,8417,004603,OATS - CHICAGO BOARD OF TRADE ,144.75,0.3562005277044855,-4185,1.2428136624957726,1169,0.05072708826513358,0.018104197960313068,0.047027208599261,-0.01025641025641022,-0.013816925734024155,0.4461274694462967
2004-06-22,11292,2172,868,3857,8098,004603,OATS - CHICAGO BOARD OF TRADE ,142.75,0.3755756287637265,-4241,-0.47663630947314667,1304,1.14903396033705,0.05805102467586784,0.044407894736842105,-0.013816925734024155,-0.021015761821365997,0.4468513344290747
2004-06-29,10197,1851,736,3510,7347,004603,OATS - CHICAGO BOARD OF TRADE ,139.75,0.37628714327743457,-3837,3.577754162238753,1115,-1.67375132837407,0.10113290964354794,0.17510630073444144,-0.021015761821365997,-0.04114490161001794,0.4468813395795022
2004-07-06,10499,2258,1320,4412,7252,004603,OATS - CHICAGO BOARD OF TRADE ,134.0,0.2705019525669111,-2840,9.777385505540845,938,-1.7358046484260075,0.08547668038408779,0.27697037451089995,-0.04114490161001794,0.014925373134328401,0.4454169550854846
2004-07-13,10812,2358,1531,4317,7190,004603,OATS - CHICAGO BOARD OF TRADE ,136.0,0.26572327044025157,-2873,-0.314315649109439,827,-1.0572435470044768,0.013643868949335187,0.07996914373875032,0.014925373134328401,-0.02757352941176472,0.4451289073172978
2004-07-20,10052,2351,1546,3535,6130,004603,OATS - CHICAGO BOARD OF TRADE ,132.25,0.25815758058097893,-2595,2.571217166111728,805,-0.20347761746207915,0.19058458354888774,0.0056453682319733125,-0.02757352941176472,-0.03402646502835538,0.44579868565451236
2004-07-27,9915,2106,1912,4352,5660,004603,OATS - CHICAGO BOARD OF TRADE ,127.75,0.1319213313161876,-1308,12.80342220453641,194,-6.078392359729407,0.12854574510587297,0.1520657043305127,-0.03402646502835538,-0.023483365949119372,0.4438277327669447
2004-08-03,9844,2023,2180,4264,5243,004603,OATS - CHICAGO BOARD OF TRADE ,124.75,0.09945144250304754,-979,3.318204740292486,-157,-3.540090771558245,0.053118754601872306,0.0835117773019272,-0.023483365949119372,0.07214428857715438,0.440575813646828
2004-08-10,9588,1923,2016,4019,5272,004603,OATS - CHICAGO BOARD OF TRADE ,133.75,0.13068418856904465,-1253,-2.783421373425437,-93,0.650142218610321,0.02949090517705306,0.06702208682406702,0.07214428857715438,-0.016822429906542036,0.43503648442895443
2004-08-17,9306,2027,2242,3788,5025,004603,OATS - CHICAGO BOARD OF TRADE ,131.5,0.1329249946271223,-1237,0.1668752607425949,-215,-1.2724238631622862,0.05423805741518212,0.07730147575544624,-0.016822429906542036,0.08365019011406849,0.42866921460901775
2004-08-24,8814,1703,1861,3369,4948,004603,OATS - CHICAGO BOARD OF TRADE ,142.5,0.17914681189017473,-1579,-3.67504835589942,-158,0.6125080593165699,0.0596368883010701,0.1978114478114478,0.08365019011406849,0.00877192982456143,0.4218173518110063
2004-08-31,7468,1399,1670,2810,3943,004603,OATS - CHICAGO BOARD OF TRADE ,143.75,0.1517139796464917,-1133,5.060131608804175,-271,-1.282051282051282,0.23160077002813564,0.16129032258064516,0.00877192982456143,-0.012173913043478257,0.4135368282915809
2004-09-07,7340,1517,1678,2878,3677,004603,OATS - CHICAGO BOARD OF TRADE ,142.0,0.10885558583106267,-799,4.472415640064274,-161,1.472951258703803,0.0509534706331045,0.03943661971830986,-0.012173913043478257,0.14084507042253525,0.4045127322222537
2004-09-14,6894,1279,1420,2479,3675,004603,OATS - CHICAGO BOARD OF TRADE ,162.0,0.1734841891499855,-1196,-5.408719346049047,-141,0.2724795640326975,0.06516087097822554,0.18377176732123007,0.14084507042253525,0.05246913580246915,0.3954779744726611
2004-09-21,6286,1251,483,2007,3946,004603,OATS - CHICAGO BOARD OF TRADE ,170.5,0.30846325167037864,-1939,-10.777487670438061,768,13.185378590078328,0.12481101965395598,0.5565167243367936,0.05246913580246915,-0.14222873900293254,0.3873071930908247
2004-09-28,6364,1577,573,2274,4229,004603,OATS - CHICAGO BOARD OF TRADE ,146.25,0.3071967316153363,-1955,-0.2545338848234171,1004,3.754374801145403,0.08457634937721052,0.19348837209302325,-0.14222873900293254,-0.022222222222222254,0.38178878704200714
2004-10-05,6275,1276,493,2227,4209,004603,OATS - CHICAGO BOARD OF TRADE ,143.0,0.3158565737051793,-1982,-0.4242614707730987,783,-3.4726587052168445,0.010410192666252331,0.215375918598078,-0.022222222222222254,0.0034965034965035446,0.3776259606174407
2004-10-12,6826,1311,698,2529,4534,004603,OATS - CHICAGO BOARD OF TRADE ,143.5,0.2937298564312921,-2005,-0.3665338645418327,613,-2.7091633466135456,0.08877247628486479,0.11946241911398706,0.0034965034965035446,0.013937282229965264,0.37402035355062047
2004-10-19,7151,1219,680,2532,4904,004603,OATS - CHICAGO BOARD OF TRADE ,145.5,0.3317018598797371,-2372,-5.376501611485496,539,-1.0840902431878112,0.050161377084454006,0.057925223802001054,0.013937282229965264,-0.046391752577319534,0.36993331927376116
2004-10-26,7732,1152,1210,3187,4652,004603,OATS - CHICAGO BOARD OF TRADE ,138.75,0.1894723228142783,-1465,12.683540763529578,-58,-8.348482729688156,0.11570353361398138,0.2527519051651143,-0.046391752577319534,0.009009009009008917,0.36471186250177784
2004-11-02,7428,1266,1203,2900,4395,004603,OATS - CHICAGO BOARD OF TRADE ,140.0,0.2012654819601508,-1495,-0.38799793067770305,63,1.5649249870667359,0.07457162440027416,0.04900769542324828,0.009009009009008917,0.016071428571428514,0.36565097540596825
2004-11-09,7639,1303,1403,3130,4351,004603,OATS - CHICAGO BOARD OF TRADE ,142.25,0.15983767508836236,-1221,3.6887452880990845,-100,-2.1943995691976306,0.03662611950274028,0.08758314855875832,0.016071428571428514,0.05096660808435849,0.3619442128523484
2004-11-16,8577,1254,1419,3781,5569,004603,OATS - CHICAGO BOARD OF TRADE ,149.5,0.20846449807625045,-1788,-7.422437491818301,-165,-0.8508967142296111,0.19989304812834224,0.024317246539468762,0.05096660808435849,0.0050167224080268635,0.3600282936289579
2004-11-23,7885,1352,1934,3028,3961,004603,OATS - CHICAGO BOARD OF TRADE ,150.25,0.11832593532022828,-933,9.968520461699896,-582,-4.861839804127317,0.33781656889397627,0.1865489957395009,0.0050167224080268635,0.11813643926788675,0.35525312611254783
2004-11-30,6667,1059,1610,2614,3315,004603,OATS - CHICAGO BOARD OF TRADE ,168.0,0.10514474276286186,-701,2.9422954977805964,-551,0.39315155358275206,0.17878225670433462,0.23117272386661672,0.11813643926788675,-0.017857142857142905,0.35122394785684014
2004-12-07,6540,1042,1089,2456,3796,004603,OATS - CHICAGO BOARD OF TRADE ,165.0,0.20489296636085627,-1340,-9.584520773961302,-47,7.559622018899055,0.10220729366602688,0.25246363209760675,-0.017857142857142905,0.06060606060606055,0.35731726043169904
2004-12-14,6593,1093,1183,2464,4026,004603,OATS - CHICAGO BOARD OF TRADE ,175.0,0.2369179432731685,-1562,-3.3944954128440368,-90,-0.6574923547400612,0.036671802773497686,0.06370826010544815,0.06060606060606055,-0.09142857142857141,0.3633067737228353
2004-12-21,6729,1050,742,2154,4394,004603,OATS - CHICAGO BOARD OF TRADE ,159.0,0.33288750185763116,-2240,-10.283634157439709,308,6.036705596845138,0.10354306658521686,0.2700892857142857,-0.09142857142857141,-0.01572327044025157,0.3679758140932243
2004-12-28,7165,1381,815,1978,4630,004603,OATS - CHICAGO BOARD OF TRADE ,156.5,0.37013258897418005,-2652,-6.122752266310001,566,3.8341506910387873,0.06234866828087167,0.18397085610200364,-0.01572327044025157,0.0,0.3730406282008649
2005-01-04,6845,1407,676,1858,4451,004603,OATS - CHICAGO BOARD OF TRADE ,156.5,0.37881665449233015,-2593,0.8234473133286812,731,2.3028611304954643,0.04739261372642257,0.07921267402784446,0.0,0.03194888178913735,0.3793138096609354
2005-01-11,6924,1883,600,1404,4572,004603,OATS - CHICAGO BOARD OF TRADE ,161.5,0.45753899480069327,-3168,-8.400292184075967,1283,8.064280496712929,0.0962182061579652,0.22231171969391864,0.03194888178913735,0.06501547987616108,0.38334641363269645
2005-01-18,7962,2671,228,1105,5158,004603,OATS - CHICAGO BOARD OF TRADE ,172.0,0.5090429540316503,-4053,-12.781629116117852,2443,16.753321779318313,0.141306083346639,0.40013797861331496,0.06501547987616108,-0.023255813953488413,0.3837103087576669
2005-01-25,8522,3234,388,1254,5695,004603,OATS - CHICAGO BOARD OF TRADE ,168.0,0.5211218023938042,-4441,-4.873147450389349,2846,5.061542326048731,0.09871924017844294,0.1996134732192159,-0.023255813953488413,0.0,0.38341694319612074
2005-02-01,8935,3657,499,1158,5836,004603,OATS - CHICAGO BOARD OF TRADE ,168.0,0.523559037493005,-4678,-2.7810373151842294,3158,3.6611124149260736,0.0338861881612811,0.12848893166506256,0.0,-0.038690476190476164,0.38155188059106143
2005-02-08,8844,3113,482,1520,5941,004603,OATS - CHICAGO BOARD OF TRADE ,161.5,0.4998869289914066,-4421,2.8763290430889756,2631,-5.898153329602686,0.06259214582495644,0.1560500695410292,-0.038690476190476164,-0.01393188854489169,0.3794434225755252
