,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,LE_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2003-09-02,124792,52435,20814,34521,56827,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,84.80000305175781,0.1787454323995128,-22306,1.3669899693276963,31621,-1.2235762248196966,0.029064675745500722,0.020150445739873582,0.027256207350946804,0.052476377218124926,0.21278856594054205
2003-09-09,127258,48143,19305,35391,57337,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,89.25,0.17245281239686305,-21946,0.28848003077120327,28838,-2.230110904545163,0.014882236217755154,0.08600699798363183,0.052476377218124926,0.0,0.21166812834210652
2003-09-16,126280,44969,19307,37413,57826,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,89.25,0.161648717136522,-20413,1.2046393939870184,25662,-2.4957173615804114,0.026365249530129465,0.04941191113323791,0.0,0.022969221868434753,0.2103162523635772
2003-09-23,135982,48445,24791,38773,56003,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,91.3000030517578,0.12670794663999646,-17230,2.5205891669306304,23654,-1.5901171998732972,0.033584451759939224,0.12234420230487739,0.022969221868434753,-0.014238806224582845,0.20811603379190402
2003-09-30,139113,50022,22907,41545,59891,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,90.0,0.13187840101212683,-18346,-0.8206968569369475,27115,2.545189804532953,0.0656571631373477,0.04745711582498046,-0.014238806224582845,0.03138885498046884,0.20616122269498668
2003-10-07,133630,50367,20111,41602,57459,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,92.8249969482422,0.11866347377085984,-15857,1.7891929582425798,30256,2.257876690172737,0.025125932506233534,0.044567098952864724,0.03138885498046884,0.08079720168675997,0.20397377897188348
2003-10-14,131486,39556,20770,43273,57568,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,100.3249969482422,0.10871879895958506,-14295,1.1688991992815985,18786,-8.583401930704184,0.017651550460626133,0.19013360739979446,0.08079720168675997,-0.026663299314559907,0.2016504867764616
2003-10-21,114826,36529,18833,38249,52691,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,97.6500015258789,0.12577290857471304,-14442,-0.11179897479579576,17696,-0.828985595424608,0.10887398284583241,0.08966439073732885,-0.026663299314559907,0.02611362398891015,0.19984387777165805
2003-10-28,113441,35668,18281,37989,52957,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,100.1999969482422,0.13194524025704993,-14968,-0.45808440597077316,17387,-0.2691028164353021,0.005783651837354034,0.026191402991714397,0.02611362398891015,-0.030189560764627088,0.19826483968992295
2003-11-04,110676,35578,18243,37767,51095,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,97.1750030517578,0.1204235787343236,-13328,1.4456854223781523,17335,-0.04583880607540483,0.0234520942585132,0.002378253841437357,-0.030189560764627088,0.05685612269589191,0.19649572012275024
2003-11-11,114789,35991,16636,38315,52612,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,102.6999969482422,0.12455026178466577,-14297,-0.8755285698796488,19355,1.825147276735697,0.022710526026372805,0.038383339350523495,0.05685612269589191,-0.029211295902101253,0.1948969321596817
2003-11-18,114251,35656,17156,37572,53508,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,99.6999969482422,0.1394823677692099,-15936,-1.4278371620974135,18500,-0.744844889318663,0.017995169082125603,0.016189502385821404,-0.029211295902101253,0.012036154607503846,0.19369226771641057
2003-11-25,113158,36960,16048,36810,54234,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,100.9000015258789,0.15397939164707755,-17424,-1.302395602664309,20912,2.111141259157469,0.01634374588111243,0.045502565650467855,0.012036154607503846,-0.013131858846373468,0.1928473129064248
2003-12-02,113231,36221,13876,36323,55207,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,99.5749969482422,0.1667741166288384,-18884,-1.290231357924318,22345,1.2663709150038,0.015951054299136895,0.0581072718925285,-0.013131858846373468,-0.040672814928314094,0.19230412131730842
2003-12-09,109692,31996,12294,37409,53920,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,95.5250015258789,0.1505214600882471,-16511,2.095715837535657,19702,-2.3341664385194867,0.025982984594159576,0.1311131180853466,-0.040672814928314094,-0.028003172039030244,0.19145141394528672
2003-12-16,104205,25939,11225,38095,50778,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,92.8499984741211,0.12171200998032725,-12683,3.489771359807461,14714,-4.5472778324763885,0.04307269924499004,0.19174469917124098,-0.028003172039030244,-0.16047390167735753,0.19005662586598757
2003-12-30,100346,24978,9679,40816,51010,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,77.94999694824219,0.10158850377693182,-10194,2.388561009548486,15299,0.5613934072261408,0.03215864787750746,0.0723374787200277,-0.16047390167735753,-0.05131494748686072,0.18832195680541783
2004-01-06,96071,22879,9511,41566,49341,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,73.94999694824219,0.08092972905455341,-7775,2.410659119446714,13368,-1.924341777450023,0.026609612021076486,0.06999073788206236,-0.05131494748686072,0.04259637127616922,0.18625672165636273
2004-01-13,98173,19023,12514,42201,44867,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,77.0999984741211,0.02715614272763387,-2666,5.317941938774448,6509,-7.139511403024847,0.05867827445215234,0.21749056663601485,0.04259637127616922,0.08819718789022102,0.1828591031383477
2004-01-20,100216,15764,16050,45462,41442,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,83.9000015258789,-0.0401133551528698,4020,6.810426492009005,-286,-6.921454982530838,0.07693546902329007,0.2135852140567046,0.08819718789022102,0.015494581629564186,0.1782622077986621
2004-01-27,101647,16097,14440,45446,45279,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,85.19999694824219,-0.0016429407655907209,167,-3.844695457811128,1657,1.9388121657220405,0.04246899972444199,0.06362773029439696,0.015494581629564186,-0.10416667039778693,0.1741952123263058
2004-02-03,100345,16375,15671,46750,46315,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,76.32499694824219,-0.004335044097862375,435,0.2636575599870139,704,-0.9375584129388964,0.02514371675710525,0.04708856019472009,-0.10416667039778693,-0.03570256905439484,0.17009148721796621
2004-02-10,99839,15700,14947,48340,46283,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,73.5999984741211,-0.020603171105479823,2057,1.6164233394787981,753,0.048831531217300314,0.0171417097323061,0.0456488400169674,-0.03570256905439484,0.039062500809845746,0.16552399538368953
2004-02-17,99930,14120,15857,48775,45603,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,76.4749984741211,-0.031742219553687584,3172,1.1167980448522121,-1737,-2.494015364737227,0.011814193985886541,0.08306368215631985,0.039062500809845746,0.04903563353805085,0.16035162715274975
2004-02-24,98090,16454,16483,46552,44709,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,80.2249984741211,-0.018788867366704046,1843,-1.3299309516661664,-29,1.7091964375062545,0.034154786820218934,0.08986853690378602,0.04903563353805085,-0.00903706435538243,0.15655749789985668
2004-03-02,101776,18049,14901,47954,48239,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,79.5,0.002800267253576482,-285,-2.1694362320318077,3148,3.2388622693444793,0.05127192207333174,0.09641881638846737,-0.00903706435538243,0.037735849056603765,0.15329799037752256
2004-03-09,104591,21952,15772,46880,49835,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,82.5,0.02825290895010087,-2955,-2.6234082691400724,6180,2.979091337839962,0.02760688621206638,0.12655073693139646,0.037735849056603765,0.0509090539180872,0.15071110088096368
2004-03-16,115210,27803,15573,48700,58198,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,86.69999694824219,0.082440760350664,-9498,-6.255796387834517,12230,5.784436519394594,0.09525903197440551,0.13947805237919586,0.0509090539180872,-0.054209885970906924,0.14972579544457493
2004-03-23,120828,27673,14653,50818,62395,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,82.0,0.09581388419902671,-11577,-1.8045308566964673,13020,0.6857043659404566,0.05577981327232738,0.024807446959315787,-0.054209885970906924,0.012195121951219523,0.14940099773574625
2004-03-30,121547,25830,15066,52602,62973,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,83.0,0.08532501830567599,-10371,0.9981130201608899,10764,-1.8671168934352964,0.02043694570625135,0.05516431924882629,0.012195121951219523,-0.019277090049651724,0.148871645749377
2004-04-06,119691,27677,9256,51307,65957,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,81.4000015258789,0.12239850949528369,-14650,-3.5204488798571743,18421,6.299620722847951,0.03649031245736117,0.20732136571629708,-0.019277090049651724,0.02180591514257646,0.14894654630303453
2004-04-20,127798,35967,10717,50525,70536,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,83.17500305175781,0.15658304511807697,-20011,-4.4790335112915765,25250,5.70552506036377,0.04428346040425901,0.2088724188158684,0.02180591514257646,0.012022842961336933,0.1487606771794509
2004-04-27,126737,35238,10333,52699,70027,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,84.17500305175781,0.1367240821543827,-17328,2.09940687647694,24905,-0.2699572763267031,0.021861708195492397,0.024423427179565953,0.012022842961336933,0.03593696212430619,0.1482092083311679
2004-05-04,131487,39734,12285,52792,71451,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,87.19999694824219,0.14190756500642648,-18659,-1.0502063327994193,27449,2.0073064693025713,0.012209943417335382,0.1239547088563794,0.03593696212430619,0.008027575712556523,0.14763827773940427
2004-05-11,132603,40102,12018,52217,74067,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,87.9000015258789,0.1647775691349366,-21850,-2.4268558868937613,28084,0.4829374767087241,0.025268442558043773,0.01218342287029931,0.008027575712556523,-0.02161548911144806,0.1467754415166815
2004-05-18,125006,36247,10871,52332,72773,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,86.0,0.16352015103275042,-20441,1.0625702284262046,25376,-2.0421860742215485,0.011262539466847847,0.10615900505114818,-0.02161548911144806,0.0,0.14526443857282928
2004-05-25,125012,35859,11695,53992,75542,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,86.0,0.1723834511886859,-21550,-0.8871574164440108,24164,-0.9695534614338511,0.03419179520434789,0.02548681498927535,0.0,0.007558157277661737,0.14336925029484446
2004-06-01,130593,38996,10558,55655,81090,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,86.6500015258789,0.1947654162167957,-25435,-3.1077016606405787,28438,3.4188717883083224,0.05273318951332773,0.08624934414981636,0.007558157277661737,0.0346220420908363,0.14170998383350086
2004-06-08,130863,40007,7630,52688,78392,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,89.6500015258789,0.19641915591114373,-25704,-0.20598347537770018,32377,3.0162412993039442,0.04321788220933781,0.08268782668933812,0.0346220420908363,-0.05465701553239177,0.14080654199419118
2004-06-15,124660,38252,7816,50506,76409,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,84.75,0.20778918658751805,-25903,-0.15206742929628694,30436,-1.4832305540909194,0.03281723988496238,0.042133368064600156,-0.05465701553239177,0.02241889706051814,0.13978341205821068
2004-06-22,124306,37991,9008,48715,75376,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,86.6500015258789,0.21447878622109953,-26661,-0.6080539066260228,28983,-1.1655703513556874,0.02275749248535349,0.030915551394710524,0.02241889706051814,0.02481248110811385,0.13886185230396897
2004-06-29,119742,36109,7492,48249,71561,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,88.80000305175781,0.1946852399325216,-23312,2.6941579650218013,28617,-0.2944347014625199,0.035731574993740085,0.07793399233962524,0.02481248110811385,-0.007882934161935973,0.1375151921551892
2004-07-06,118662,34758,7837,49261,70717,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,88.0999984741211,0.1808160995095313,-21456,1.5499991648711398,26921,-1.4163785472098345,0.015469502742169398,0.039816879915483036,-0.007882934161935973,-0.019863791490462468,0.1362566405229187
2004-07-13,109901,33119,8155,47062,66556,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,86.3499984741211,0.1773778218578539,-19494,1.6534358092733983,24964,-1.649222160422039,0.055977045890615924,0.04741483742792073,-0.019863791490462468,-0.05037635843647148,0.13462529899326608
2004-07-20,111161,30776,9351,50302,65233,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,82.0,0.1343186909077824,-14931,4.151918544872204,21425,-3.220170881065686,0.039494525468472756,0.08819498093552969,-0.05037635843647148,0.03658536585365857,0.13193198467886674
2004-07-27,119971,33286,8528,51081,68687,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,85.0,0.1467521317651766,-17606,-2.4064195176365812,24758,2.998353739171112,0.03534333043884844,0.07971014492753623,0.03658536585365857,-0.022647094726562456,0.1294639654515603
2004-08-03,115747,31382,9002,51787,65175,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,83.07499694824219,0.11566606477921675,-13388,3.51584966366872,22380,-1.9821456852072583,0.036062994818830046,0.05888470681458003,-0.022647094726562456,0.027685863812800138,0.12662818205480111
2004-08-10,112302,32151,4789,47171,66085,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,85.375,0.1684208651671386,-18914,-4.774205810949743,27362,4.3042152280404675,0.04879211697393516,0.13486735246345424,0.027685863812800138,0.021669089008738984,0.1254598315925216
2004-08-17,110123,29888,4497,47296,64950,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,87.2249984741211,0.16031165151694016,-17654,1.1219746754287547,25391,-1.7550889565635517,0.011225344332982912,0.07430565653628035,0.021669089008738984,-0.04155918674020387,0.12395426543464685
2004-08-24,105379,28794,8921,47535,60651,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,83.5999984741211,0.12446502623862439,-13116,4.120846689610708,19873,-5.010760694859385,0.04194627770691217,0.1463078350788811,-0.04155918674020387,0.007476076691478317,0.1216110295929034
2004-08-31,104295,26374,10688,48813,58057,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,84.2249984741211,0.08863320389280406,-9244,3.6743563708139195,15686,-3.9732774082122626,0.03623093478057453,0.11297285629485726,0.007476076691478317,-0.01810628143077353,0.1189006671186373
2004-09-07,103215,26514,11858,48419,55892,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,82.69999694824219,0.07240226711233833,-7473,1.6980679802483343,14656,-0.9875832973776307,0.024532407895619827,0.0341394767017617,-0.01810628143077353,0.015719505438088754,0.11647412529044067
2004-09-14,104074,26212,12112,46972,54862,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,84.0,0.07581144185867748,-7890,-0.40401104490626366,14100,-0.5386813932083515,0.024323899679871162,0.014507880179521971,0.015719505438088754,0.005952380952380931,0.11449462547234769
2004-09-21,107009,26398,8904,47928,57183,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,84.5,0.0864880524068069,-9255,-1.3115667697984126,17494,3.2611411111324635,0.03117656572575658,0.09614186165089797,0.005952380952380931,0.0,0.11284145701100047
2004-09-28,106117,25739,11543,50182,55492,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,84.5,0.05003910777726472,-5310,3.6866057995121904,14196,-3.081983758375464,0.03733179400798683,0.08846091947856875,0.0,0.019822521322577558,0.11069511836947628
2004-10-05,110739,28003,8521,49964,60511,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,86.17500305175781,0.09524196534193012,-10547,-4.935118783983716,19482,4.981294231838442,0.04740439013351437,0.1447267550104041,0.019822521322577558,0.006962558199861357,0.11009000334451348
2004-10-12,109216,30629,9907,48392,59506,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,86.7750015258789,0.1017616466451802,-11114,-0.5120147373554033,20722,1.1197500428936509,0.023883667908580326,0.09897375172686007,0.006962558199861357,0.012388325316497806,0.10951083499130296
2004-10-19,110869,33875,12423,46698,58665,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,87.8499984741211,0.1079381973319864,-11967,-0.7810210958101378,21452,0.6684002343978904,0.024059679394094702,0.12445462006998143,0.012388325316497806,-0.002561166511430013,0.10930457967517077
2004-10-26,108355,31974,13781,48285,58271,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,87.625,0.09216002953255503,-9986,1.7867934228684303,18193,-2.939505181791123,0.018591163331956904,0.07122718828543328,-0.002561166511430013,-0.021398002853067033,0.10898614180157405
2004-11-02,109242,29312,23847,51862,51414,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,85.75,-0.0041009867999487375,448,9.629458723639887,5465,-11.746573762170643,0.10103024904140362,0.23943264545984688,-0.021398002853067033,-0.020408163265306145,0.10648856689052286
2004-11-09,109608,28122,24990,49430,48165,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,84.0,-0.01154112838478943,1265,0.7478808516870801,3132,-2.1356254920268762,0.058209949280188536,0.04392604307877693,-0.020408163265306145,0.0,0.10372921364741054
2004-11-16,111384,26744,21844,52561,52279,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,84.0,-0.0025317819435466495,282,-0.8968323480037954,4900,1.6130209473761041,0.06910530331934377,0.09310940973079773,0.0,0.011904761904761862,0.10136468748052843
