,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,LB_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2004-02-10,3885,1122,466,384,1983,058643,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,367.5,0.4115830115830116,-1599,-8.93705463182898,656,-0.29691211401425177,0.1922264469792987,0.14483627204030228,0.09865470852017943,0.025306089232568274,0.1251912648052653
2004-02-17,4255,1148,461,591,2178,058643,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,376.7999877929688,0.372972972972973,-1587,0.3088803088803089,687,0.797940797940798,0.14517876489707476,0.019266625233064015,0.025306089232568274,0.03609343562661693,0.1278493688617627
2004-02-24,4166,1152,320,621,2169,058643,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,390.3999938964844,0.371579452712434,-1548,0.9165687426556992,832,3.4077555816686247,0.013978494623655914,0.09850543478260869,0.03609343562661693,-0.0035860499958296765,0.1313990794877372
2004-03-02,4202,1267,371,452,2268,058643,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,389.0,0.4321751546882437,-1816,-6.43302928468555,896,1.5362457993278924,0.09852941176470588,0.10134310134310134,-0.0035860499958296765,-0.033419023136246784,0.1344376693865445
2004-03-09,3729,1185,385,522,2086,058643,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,376.0,0.4194153928667203,-1564,5.997144217039505,800,-2.284626368396002,0.09662576687116564,0.061146496815286625,-0.033419023136246784,-0.04946810133913726,0.14102345776101724
2004-03-16,3605,1184,353,455,2016,058643,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,357.3999938964844,0.4330097087378641,-1561,0.08045052292839903,831,0.8313220702601234,0.05544314042897612,0.02147039687703318,-0.04946810133913726,-0.01762727448393142,0.15008850957171205
2004-03-23,3626,1232,310,313,2013,058643,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,351.1000061035156,0.4688361831218974,-1700,-3.855755894590846,922,2.524271844660194,0.06233877901977644,0.05901426718547341,-0.01762727448393142,0.09512957367091857,0.16066384157561547
2004-03-30,4038,1353,477,641,2271,058643,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,384.5,0.40366518078256564,-1630,1.9305019305019304,876,-1.26861555432984,0.20123626373626374,0.15737704918032788,0.09512957367091857,0.010663214833590784,0.17084180076407385
2004-04-06,4943,1538,546,754,2686,058643,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,388.6000061035156,0.3908557556139996,-1932,-7.478949975235265,992,2.8727092620108965,0.15348837209302327,0.1218809980806142,0.010663214833590784,0.04709209342650911,0.18105877589705208
2004-04-20,5462,1867,666,930,2884,058643,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,406.8999938964844,0.357744415964848,-1954,-0.44507384179647985,1201,4.228201497066559,0.09805977975878342,0.17726016581129095,0.04709209342650911,0.018677823095394563,0.18977030473942882
2004-04-27,5710,1702,659,1161,2963,058643,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,414.5,0.31558669001751316,-1802,2.782863419992677,1043,-2.892713291834493,0.07516973811833172,0.07285048708174502,0.018677823095394563,0.039806996381182236,0.19755644244509754
2004-05-04,5961,2045,510,1034,2977,058643,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,431.0,0.32595202147290725,-1943,-2.469352014010508,1535,8.61646234676007,0.035153328347045626,0.19256360078277887,0.039806996381182236,0.035730844307388265,0.20575853105555483
2004-05-11,5535,2166,526,833,2981,058643,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,446.3999938964844,0.3880758807588076,-2148,-3.439020298607616,1640,1.7614494212380472,0.05374934452018878,0.05089153046062407,0.035730844307388265,-0.07974911870579204,0.2145278205099232
2004-05-18,5464,2126,571,837,2984,058643,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,410.7999877929688,0.3929355783308931,-2147,0.01806684733514002,1555,-1.5356820234869015,0.0018319811567652448,0.03151649981460882,-0.07974911870579204,-0.043086616882699214,0.22461545062784352
2004-05-25,5095,1899,513,833,2766,058643,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,393.1000061035156,0.3793915603532875,-1933,3.916544655929722,1386,-3.0929721815519766,0.06168380105584885,0.1181592039800995,-0.043086616882699214,0.008140375578143733,0.23414635359571964
2004-06-01,5228,2019,571,838,2685,058643,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,396.2999877929688,0.35328997704667175,-1847,1.68792934249264,1448,1.2168792934249264,0.024411013340902638,0.06872586872586872,0.008140375578143733,-0.01564466787895058,0.24222110184007278
2004-06-08,5206,2006,399,900,2779,058643,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,390.1000061035156,0.3609296965040338,-1879,-0.612088752869166,1607,3.041315990818669,0.04240282685512368,0.07692307692307693,-0.01564466787895058,0.005126890460671385,0.250243653111858
2004-06-15,5182,2005,400,991,2806,058643,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,392.1000061035156,0.3502508683905828,-1815,1.2293507491356128,1605,-0.0384172109104879,0.03107716618382934,0.0008316008316008316,0.005126890460671385,-0.034685044355559635,0.2573635826023746
2004-06-22,5055,1815,354,1010,2590,058643,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,378.5,0.3125618199802176,-1580,4.534928598996527,1461,-2.7788498649170204,0.06527777777777778,0.10880590133702167,-0.034685044355559635,0.0026420079260238705,0.26239222292925113
2004-06-29,4642,1781,364,921,2363,058643,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,379.5,0.31064196467040067,-1442,2.7299703264094957,1417,-0.8704253214638972,0.09622411693057248,0.020512820512820513,0.0026420079260238705,0.011330666121129873,0.2663693110259857
2004-07-06,4522,1829,319,672,2199,058643,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,383.7999877929688,0.33768244139761167,-1527,-1.8311072813442482,1510,2.003446790176648,0.14385231626610936,0.04329608938547486,0.011330666121129873,0.06044818380647232,0.2682021780581805
2004-07-13,4551,1873,310,548,2449,058643,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,407.0,0.4177103933201494,-1901,-8.270676691729323,1563,1.172047766475011,0.12479145812479146,0.024278515803939534,0.06044818380647232,0.004914004914004844,0.27291401852926567
2004-07-20,5103,2331,509,804,3035,058643,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,409.0,0.4371938075641779,-2231,-7.251153592617007,1822,5.691056910569105,0.21932794998697577,0.23133802816901408,0.004914004914004844,0.035696836438913415,0.2775448205310431
2004-07-27,5987,2476,922,936,3148,058643,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,423.6000061035156,0.3694671788875898,-2212,0.3723300019596316,1554,-5.251812659220067,0.05999020568070519,0.16421424367274867,0.035696836438913415,-0.012039674291858593,0.2824244138007072
2004-08-03,6284,2547,1033,1151,3275,058643,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,418.5,0.33800127307447486,-2124,1.4698513445799233,1514,-0.6681142475363288,0.07727067329417081,0.050837988826815644,-0.012039674291858593,-0.010991651382355139,0.28668413431846673
2004-08-10,6297,2531,702,1227,3632,058643,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,413.8999938964844,0.3819279021756392,-2405,-4.471674092934436,1829,5.012730744748568,0.08911298621115456,0.10733065264460254,-0.010991651382355139,0.03165017225584177,0.29200728356080174
2004-08-17,6124,2225,636,1285,3616,058643,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,427.0,0.38063357282821686,-2331,1.1751627759250438,1589,-3.8113387327298716,0.015098959396041623,0.13002446696959105,0.03165017225584177,0.032318472583065194,0.2961821091358811
2004-08-24,6268,2387,649,1238,3603,058643,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,440.7999877929688,0.37731333758774727,-2365,-0.5551926845199217,1738,2.4330502939255387,0.01239413344350341,0.05764163372859025,0.032318472583065194,-0.000680553088194924,0.3017818605017466
2004-08-31,5665,2302,363,997,3540,058643,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,440.5,0.44889673433362753,-2543,-2.839821314613912,1939,3.206764518187619,0.06700462860921313,0.13921200750469043,-0.000680553088194924,0.006356385455093871,0.30795241920699135
2004-09-07,5600,2413,288,665,3334,058643,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,443.2999877929688,0.47660714285714284,-2669,-2.224183583406884,2125,3.2833186231244484,0.1345336334083521,0.06886338393187708,0.006356385455093871,-0.09587187270541608,0.3126778959361446
2004-09-14,4814,2388,378,424,3100,058643,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,400.7999877929688,0.5558786871624429,-2676,-0.125,2010,-2.0535714285714284,0.1347900113507378,0.041576283441793205,-0.09587187270541608,-0.13223553296956925,0.31724022062022456
2004-09-21,4219,1708,269,446,2668,058643,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,347.79998779296875,0.5266650865133918,-2222,9.430826755297051,1439,-11.86123805567096,0.1457931920359666,0.3990895295902883,-0.13223553296956925,-0.02702701042669331,0.32197281943420264
2004-09-28,3995,1465,275,546,2476,058643,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,338.3999938964844,0.4831038798498123,-1930,6.92107134392036,1190,-5.901872481630718,0.09662475181998677,0.14310344827586208,-0.02702701042669331,-0.03427897846553751,0.3254957196490886
2004-10-05,3841,1197,355,747,2323,058643,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,326.79998779296875,0.4103098151523041,-1576,8.86107634543179,842,-8.710888610763453,0.11530944625407166,0.22422680412371135,-0.03427897846553751,-0.05416151270074787,0.32723485447159734
2004-10-12,3692,1149,560,775,2019,058643,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,309.1000061035156,0.3369447453954496,-1244,8.643582400416557,589,-6.58682634730539,0.11882605583392986,0.14803978935049736,-0.05416151270074787,-0.04788100297089748,0.3281451228903799
2004-10-19,3879,1108,820,988,1877,058643,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,294.29998779296875,0.2291827790667698,-889,9.615384615384617,288,-8.15276273022752,0.12390924956369982,0.15612033195020747,-0.04788100297089748,0.030920851107602454,0.32699078800295084
2004-10-26,4048,1203,797,882,1744,058643,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,303.3999938964844,0.21294466403162055,-862,0.6960556844547563,406,3.042021139468935,0.09101294744859101,0.059,0.030920851107602454,0.01845750236048538,0.3251545484886753
2004-11-02,3670,1246,683,868,1725,058643,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,309.0,0.2335149863760218,-857,0.12351778656126483,563,3.8784584980237153,0.012726571538758195,0.08138932089165371,0.01845750236048538,-0.02686080191899276,0.3239163252440948
2004-11-09,3577,1167,827,804,1411,058643,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,300.70001220703125,0.16969527537042214,-607,6.811989100817439,340,-6.076294277929155,0.1706546275395034,0.11183550651955868,-0.02686080191899276,0.103092779320064,0.3236117477302743
