,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,SB_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2003-04-29,177130,37918,7898,83255,141324,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",7.389999866485596,0.3278326652740925,-58069,-3.802054216405231,30020,2.3732009163953656,0.062120679137408215,0.17622664571328794,-0.051347894393606985,-0.03924221476216894,
2003-05-06,172321,26344,10432,95226,131236,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",7.099999904632568,0.2089704679058269,-36010,12.453565178117767,15912,-7.964771636651047,0.09740707050189436,0.38361975201218185,-0.03924221476216894,-0.040845065598354435,
2003-05-13,168787,20647,15666,99107,115864,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",6.809999942779541,0.0992789729066812,-16757,11.172753175759194,4981,-6.343394014658689,0.08956091751910723,0.3010216726792058,-0.040845065598354435,0.0690161925077748,
2003-05-20,168801,21591,15434,96869,118444,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",7.28000020980835,0.1278132238553089,-21575,-2.854485238792087,6157,0.6967361230426514,0.022376725975672626,0.03176232275489534,0.0690161925077748,-0.015109908014315887,
2003-05-27,172597,23528,11881,97175,124728,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",7.170000076293945,0.15963776890675968,-27553,-3.5414482141693475,11647,3.252350400767768,0.02969766068958058,0.15504532745912056,-0.015109908014315887,-0.061366813464231895,
2003-06-03,173945,21625,17613,104971,122504,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",6.730000019073486,0.10079622869297766,-17533,5.805431148861221,4012,-4.423599483189164,0.04404879657105176,0.19458178296549264,-0.061366813464231895,-0.008915296078676804,
2003-06-10,188246,16279,30931,122789,116790,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",6.670000076293945,-0.03186787501460855,5999,13.52841415389922,-14652,-10.729828394032596,0.09822229828156892,0.39533997034526586,-0.008915296078676804,-0.025487267518653822,
2003-06-17,188045,16820,34099,120938,110795,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",6.5,-0.05393921667685926,10143,2.2013747968084316,-17279,-1.3955143801196308,0.03385793132613827,0.07284117912763409,-0.025487267518653822,-0.024615361140324477,
2003-06-24,185830,18017,45245,129434,116991,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",6.340000152587891,-0.06695904859279987,12443,1.223111489271185,-27228,-5.290754872503922,0.05962057421122045,0.1951092282887041,-0.024615361140324477,-0.018927501499705457,
2003-07-01,176776,15367,52006,120069,88227,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",6.21999979019165,-0.18012626148345928,31842,10.439111015444222,-36639,-5.064306086207824,0.18305200291892307,0.13968503703263918,-0.018927501499705457,0.04983929743945348,
2003-07-08,176648,17388,48778,114448,91317,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",6.53000020980835,-0.13094402427426294,23131,-4.927705118341856,-31390,2.9692944743630356,0.04233470220883046,0.07933077411359309,0.04983929743945348,0.01684527613215403,0.2223953871694053
2003-07-15,178111,19029,46061,113899,95916,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",6.639999866485596,-0.10096512848729164,17983,-2.9142701870386305,-27032,2.4670531225940855,0.02453590067440364,0.06695344907051774,0.01684527613215403,0.05722893404846463,0.21041907177471283
2003-07-22,179370,30892,30164,101402,119790,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",7.019999980926514,0.10251435580085856,-18388,-20.420411990275728,728,15.585786391632183,0.16443180585192954,0.45466457023060797,0.05722893404846463,0.025641001257505236,0.20656533191850374
2003-07-29,190071,38800,24668,99204,137098,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",7.199999809265137,0.19936760473717716,-37894,-10.874728215420639,14132,7.47282154206389,0.08254691030968844,0.21119304216297977,0.025641001257505236,0.02083334713070517,0.20631713442949248
2003-08-05,213721,61486,21059,106872,174411,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",7.349999904632568,0.3160148043477244,-67539,-15.596803299819543,40427,13.834304023233424,0.15991368123917904,0.3185535162638561,0.02083334713070517,-0.08435372702090893,0.20997372342676687
2003-08-12,194844,47918,20387,99221,147799,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",6.730000019073486,0.24931740264006078,-48578,8.87184694063756,27531,-6.03403502697442,0.13870536798639788,0.20847668545494474,-0.08435372702090893,-0.040118867780283396,0.21124287436913122
2003-08-19,189069,35637,19055,104227,136686,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",6.460000038146973,0.17167806462191051,-32459,8.27277206380489,16582,-5.619367288702757,0.0669079709272642,0.24890294741461275,-0.040118867780283396,0.035603717912586985,0.21000647406453057
2003-08-26,189717,36519,18525,109065,143324,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",6.690000057220459,0.18057949472108456,-34259,-0.9520333846373547,17994,0.7468172995044138,0.04546949351992361,0.025652205508320616,0.035603717912586985,-0.07324368367179146,0.20911474741775948
2003-09-02,194025,21907,25486,121717,129201,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",6.199999809265137,0.03857234892410772,-7484,14.113126393522984,-3579,-11.371147551352804,0.10670816760854143,0.45519380499229845,-0.07324368367179146,-0.038709641693780994,0.20409879452088736
2003-09-09,201285,15744,40005,141898,121222,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",5.960000038146973,-0.10272002384678441,20676,14.513593609070996,-24261,-10.659451101662157,0.10702341137123746,0.3709842329010386,-0.038709641693780994,0.0,0.1953325425675253
2003-09-16,197537,16870,39885,135151,118320,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",5.960000038146973,-0.08520429084171573,16831,-1.910226792855901,-23015,0.6190227786471918,0.03806747122945031,0.02195401286230288,0.0,0.010067104428777007,0.18753985275060195
2003-09-23,193056,14782,42808,131943,113260,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",6.019999980926514,-0.09677502900712746,18683,0.9375458774811808,-28026,-2.536739952515225,0.0337190001753649,0.0870116339642299,0.010067104428777007,0.029900303805469486,0.1798556667571498
2003-09-30,169674,16341,43199,113165,99713,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",6.199999809265137,-0.0792814455956717,13452,-2.709576495939002,-26858,0.6050058014254931,0.15184753708697,0.03275109170305677,0.029900303805469486,-0.0177418806550389,0.1730362690636545
2003-10-07,173281,12909,42898,109609,88087,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",6.090000152587891,-0.12420288433238497,21522,4.756179497153365,-29989,-1.8453033464172472,0.07679467465199094,0.06689125020158762,-0.0177418806550389,-0.01642042347523298,0.1654147523099099
2003-10-14,181406,16341,54533,119879,87241,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",5.989999771118164,-0.17991687154779887,32638,6.415013763770985,-38192,-4.733929282494907,0.05366937041328698,0.21258853740440783,-0.01642042347523298,0.010016764926436439,0.15678146171346719
2003-10-21,190052,13960,56591,128198,92531,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",6.050000190734863,-0.18766969040052195,35667,1.6697352899022084,-42631,-2.4469973429765277,0.06165478935708493,0.06291902311802809,0.010016764926436439,0.01487597899394455,0.14838021410093086
2003-10-28,200574,18320,58722,129853,104043,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",6.139999866485596,-0.12868068642994607,25810,-5.186475280449561,-40402,1.1728369077936565,0.05629425043609126,0.08425274525583448,0.01487597899394455,-0.024429983490095508,0.14178352599305283
2003-11-04,206548,17964,64458,138666,100194,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",5.989999771118164,-0.1862617890272479,38472,6.312882028577982,-46494,-3.0372829977963245,0.05301013145775768,0.07391230496712042,-0.024429983490095508,0.03672792578216422,0.13415456517862723
2003-11-11,205736,19119,61734,134264,106186,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",6.210000038146973,-0.1364758719912898,28078,-5.032244320932665,-42615,1.8780138272943818,0.04322728217924725,0.047975956365255465,0.03672792578216422,0.01932365295039351,0.1280038734247655
2003-11-18,196451,19824,47979,123383,113487,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",6.329999923706055,-0.05037388458190592,9896,-8.837539370844189,-28155,7.028424777384609,0.07675940389243045,0.21326489978319543,0.01932365295039351,-0.03317536187646952,0.12403992324683946
2003-11-25,192221,17963,44302,124575,110570,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",6.119999885559082,-0.07285884476722106,14005,2.091615720968588,-26339,0.9244035408320649,0.017474324353058752,0.08894242351240665,-0.03317536187646952,0.042483698324135455,0.1197595152465338
2003-12-02,191864,21127,44214,118309,113058,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",6.380000114440918,-0.027368344243839385,5251,-4.5541330031578235,-23087,1.6918026646412203,0.037835992168286744,0.04976966988567668,0.042483698324135455,0.05329148427147423,0.11662913525737692
2003-12-09,210522,36754,32424,114066,151716,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",6.71999979019165,0.178841166243908,-37650,-22.36010924404787,4330,14.289809448359255,0.16141424174699565,0.39632542137673826,0.05329148427147423,-0.025297560232801608,0.11792521923626298
2003-12-16,217395,42437,31300,115744,155524,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",6.550000190734863,0.18298488925688264,-39780,-1.0117707413001966,11137,3.233391284521333,0.02022354276951207,0.09231457748484478,-0.025297560232801608,-0.12213743014335832,0.11925296760403073
2003-12-30,208169,22699,47553,138177,124699,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",5.75,-0.06474547122770441,13478,24.49826352952,-24854,-16.555578555164562,0.20259742235883077,0.5123128167169618,-0.12213743014335832,0.017391287762185792,0.11557299882739602
2004-01-06,220805,27165,60558,141419,119970,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",5.849999904632568,-0.09714001041643079,21449,3.829100394391096,-33393,-4.101955622595103,0.03049477981093313,0.19916099540599386,0.017391287762185792,0.02222224214704216,0.11140215550888961
2004-01-13,241612,29929,67301,153983,128917,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",5.980000019073486,-0.10374484711024287,25066,1.6380969633839813,-37372,-1.80204252621091,0.07603746907034288,0.09777846343721074,0.02222224214704216,-0.02842810631299708,0.10726471315082937
2004-01-20,250915,29443,76200,162709,126340,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",5.809999942779541,-0.14494549947193272,36369,4.678161680711223,-46757,-3.884326937403771,0.03910409653726531,0.08883693193112653,-0.02842810631299708,-0.010327012628305932,0.09765561826665864
2004-01-27,258258,29976,84458,165878,124654,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",5.75,-0.15962332241402008,41224,1.9349181993902318,-54482,-3.0787318414602556,0.016710723775694245,0.07682157400772498,-0.010327012628305932,0.0,0.08781149416192376
2004-02-03,265575,34419,81629,164326,130307,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",5.75,-0.12809564153252376,34019,-2.789845813101627,-47210,2.8157888623004905,0.024454151435854096,0.06266372535502551,0.0,-0.05391303352687671,0.07907270541738673
2004-02-10,272016,34659,96392,167292,115697,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",5.440000057220459,-0.18967634256808424,51595,6.618092817471524,-61733,-5.468511719853149,0.06210842117538137,0.11448214817132261,-0.05391303352687671,0.025735269303862385,0.06765840281356371
2004-02-17,280947,44370,97254,160397,121905,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",5.579999923706055,-0.1370080477812541,38492,-4.8169960590553496,-52884,3.253117463678607,0.04641483234266849,0.07465542563407332,0.025735269303862385,0.03225811964818637,0.05710196022103805
2004-02-24,271351,47843,98615,155991,121987,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",5.760000228881836,-0.12531370807551842,34004,-1.5974543241251908,-50772,0.751743211353031,0.016145162566821834,0.03300604951590217,0.03225811964818637,0.06944437545758975,0.046924126780921296
2004-03-02,243233,57204,85516,121458,115180,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",6.159999847412109,-0.025810642470388476,6278,-10.217762234154288,-28312,8.277102350829738,0.17469721684598416,0.15737107623318386,0.06944437545758975,0.02435066543555986,0.03874394223466019
2004-03-09,244852,61798,81008,119017,125748,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",6.309999942779541,0.027490075637527978,-6731,-5.3483696702338905,-19210,3.7420909169397243,0.053148938778011565,0.06373681778076551,0.02435066543555986,0.07765455664005572,0.030284773779820664
2004-03-16,264563,81388,41832,112269,186553,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",6.800000190734863,0.2807800032506435,-74284,-27.589319262248214,39556,24.000620783166973,0.22606434599862124,0.47691933127739006,0.07765455664005572,0.030882357684798523,0.0274842685247064
2004-03-23,304720,107447,44173,114630,217011,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",7.010000228881836,0.33598385402992914,-102381,-10.62015474575054,63274,8.964972426227401,0.09895941695990544,0.1873103812161984,0.030882357684798523,-0.09843081807295762,0.02747171272484181
2004-03-30,277005,74900,32948,121014,200323,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",6.320000171661377,0.2863089113914911,-79309,7.571541086899448,41952,-6.997243370963507,0.07180001058079213,0.40586751724649506,-0.09843081807295762,0.017405008495170682,0.02675691277032623
2004-04-06,271307,67635,29764,118141,191722,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",6.429999828338623,0.271209367985345,-73581,2.0678327106008916,37871,-1.4732586054403352,0.03702926777317718,0.10728036222137805,0.017405008495170682,0.02643858177798264,0.02645726619047926
2004-04-20,284611,76306,23694,120733,207668,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",6.599999904632568,0.305452002909234,-86935,-4.922099319221399,52612,5.433328295989414,0.056449279996102324,0.14741,0.02643858177798264,0.006060600368335001,0.027300468876450067
2004-04-27,275343,75486,24378,120717,202980,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",6.639999866485596,0.29876553970865427,-82263,1.6415388020842483,51108,-0.5284405732736964,0.014532108731313543,0.01506048225586798,0.006060600368335001,0.03463855778587832,0.029456547102806898
2004-05-04,276732,77552,23925,122863,207936,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",6.869999885559082,0.3074201754766344,-85073,-1.0205452835191016,53627,0.9148589214180133,0.02146923055994728,0.02482335898775092,0.03463855778587832,-0.08442502669108187,0.029979127788730464
2004-05-11,268547,70394,34162,129255,185436,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",6.289999961853027,0.20920360309368566,-56181,10.44042611624243,36232,-6.2858650246447825,0.09181069684229927,0.16637017483453842,-0.08442502669108187,0.05564386434900048,0.027697799669876486
2004-05-18,260903,61738,34811,130848,176996,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",6.639999866485596,0.1768779968034097,-46148,3.7360313092307864,26927,-3.4649428219268876,0.03259118254700433,0.09637593346383702,0.05564386434900048,0.01656628550094008,0.027080636764060768
2004-05-25,265389,65378,33665,130705,186071,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",6.75,0.20862206044711726,-55366,-3.533113839242937,31713,1.8343982246275436,0.029099426724246785,0.04832244580636693,0.01656628550094008,0.06962959854691109,0.029183388447530694
2004-06-01,276987,71318,20954,126006,212314,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",7.21999979019165,0.3115958510688227,-86308,-11.659111719023771,50364,7.027796932050688,0.09145779144005675,0.2021306571874458,0.06962959854691109,-0.03739612032860551,0.032717669740098265
2004-06-08,291857,84021,22736,124513,222251,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",6.949999809265137,0.33488317909113025,-97738,-4.126547455295736,61285,3.9427843183976146,0.03296189915908226,0.13568196933222176,-0.03739612032860551,-0.024460374693846543,0.0360877737821054
2004-06-15,286329,70270,21732,132284,210814,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",6.78000020980835,0.274264919026714,-78530,6.5813052282453395,48538,-4.367549861747363,0.05598400457012282,0.16037694832721028,-0.024460374693846543,0.03244834563181653,0.03942371013467724
2004-06-22,281571,69102,23089,130647,209426,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",7.0,0.27978378455167613,-78779,-0.08696289932210848,46013,-0.8818526939290118,0.008895148982718416,0.02738879066286297,0.03244834563181653,0.04571431023733963,0.04541701128018272
2004-06-29,271678,73878,25546,125541,209151,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",7.320000171661377,0.3077540323471168,-83610,-1.7157306682861517,48332,0.8235933388026466,0.016077468239455977,0.07274903443836499,0.04571431023733963,0.11065572729292716,0.052372650684489944
2004-07-06,286630,81393,31147,122635,213288,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",8.130000114440918,0.3162718487248369,-90653,-2.592407187920995,50246,0.7045104866790833,0.02096611425832706,0.11654522836324863,0.11065572729292716,0.0,0.059742475632906036
2004-07-13,304780,100353,37497,124560,225398,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",8.130000114440918,0.33085504298182294,-100838,-3.55336147646792,62856,4.399399923245997,0.0401048125775093,0.18360536815379036,0.0,0.011070129313778043,0.0695690391803153
2004-07-20,310152,104472,39217,126650,232043,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",8.220000267028809,0.33981080244525264,-105393,-1.4945206378371285,65255,0.7871251394448454,0.024352301271560916,0.04063637439191587,0.011070129313778043,-0.0024331456343007485,0.07862201661722909
2004-07-27,304640,101096,40987,125152,223187,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",8.199999809265137,0.32180606617647056,-98035,2.3723851530862285,60109,-1.6591864634114888,0.02972391836687824,0.03621826678772267,-0.0024331456343007485,0.021951257239347655,0.0867522318992245
2004-08-03,323235,112827,46894,130210,237387,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",8.380000114440918,0.3315760978854394,-107177,-3.000919117647059,65933,1.911764705882353,0.05238889327170788,0.11043006242134723,0.021951257239347655,-0.053699317417290615,0.09115726540085106
2004-08-10,326112,110502,52255,137412,230221,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",7.929999828338623,0.284592409969581,-92809,4.4450631893204635,58247,-2.377836558541,0.03908245451306058,0.04722377532149155,-0.053699317417290615,-0.049180312096841816,0.09279620396301266
2004-08-17,305594,88598,44494,140792,213743,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",7.539999961853027,0.2387186921209186,-72951,6.089319006966932,44104,-4.33685359631047,0.05601139520780741,0.22289093258798426,-0.049180312096841816,0.013262586888394656,0.09130974026634332
2004-08-24,291198,77786,42965,144804,202706,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",7.639999866485596,0.19884065137810011,-57902,4.924507680124609,34821,-3.037690530573244,0.04330522862651434,0.10220205215691795,0.013262586888394656,0.04581150664254774,0.09033903351130562
2004-08-31,298811,83587,41835,140068,207490,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",7.989999771118164,0.22563426379885612,-67422,-3.2692532228930142,41752,2.3801674462049878,0.027391111699342267,0.05526143738738021,0.04581150664254774,-0.012515632978369107,0.09137665272624688
2004-09-07,298949,86810,46835,132879,203250,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",7.889999866485596,0.23539466597981595,-70371,-0.9869114590828317,39975,-0.5946902891794479,0.03400182667963788,0.06152867671817128,-0.012515632978369107,-0.02281366684215158,0.09243079063506866
2004-09-14,290238,77586,37945,141422,209131,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",7.710000038146973,0.233287853416851,-67709,0.8904528866127668,39641,-0.11172474234735692,0.04114641723220169,0.15678908691173798,-0.02281366684215158,-0.015564187414442987,0.0961753195676214
2004-09-21,286124,72517,39518,150498,199876,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",7.590000152587891,0.17257552669471976,-49378,6.315851129073382,32999,-2.288466706633866,0.052318379788454626,0.059285044852055165,-0.015564187414442987,0.09090903379600568,0.10146946477034263
2004-09-28,299887,87392,47258,145960,217446,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",8.279999732971191,0.23837645513143285,-71486,-7.726719883686793,40134,2.4936740713816388,0.060835539314155515,0.16795395469736354,0.09090903379600568,0.09299522736667587,0.10769217142367242
2004-10-05,298514,98309,51109,132850,213454,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",9.050000190734863,0.2700174866170431,-80604,-3.0404785802652334,47200,2.356220843184266,0.04938435594160044,0.09883682019569262,0.09299522736667587,0.029834198718114324,0.11474587364721416
2004-10-12,326005,115340,56961,132108,227470,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",9.31999969482422,0.29251698593579856,-95362,-4.943821730304107,58379,3.7448829870625833,0.041042555439987985,0.1328082831788556,0.029834198718114324,-0.04184542944406122,0.12189584348435781
2004-10-19,336318,122314,54240,139218,240233,080732,"SUGAR NO. 11 - COFFEE, SUGAR AND COCOA EXCHANGE ",8.930000305175781,0.3003556158159837,-101015,-1.7340224843177252,68074,2.9738807686998667,0.05237303367233187,0.05491237808262628,-0.04184542944406122,-0.008958557779632725,0.1300604300256726
